"Package","Version","Assembly","DotNetFramework"
"devexpress.document.processor","17.1.3","DevExpress.Docs.v17.1.dll","Any,Version=v0.0"
"devexpress.document.processor","17.1.3","DevExpress.Pdf.v17.1.Drawing.dll","Any,Version=v0.0"
"devexpress.document.processor","17.1.3","DevExpress.Snap.v17.1.Core.dll","Any,Version=v0.0"
"devexpress.web.bootstrap","17.1.3","DevExpress.Web.Bootstrap.v17.1.dll","Any,Version=v0.0"
"devexpress.web.mvc","17.1.3","DevExpress.Web.Mvc.v17.1.dll","Any,Version=v0.0"
"devexpress.web.mvc5","17.1.3","DevExpress.Web.Mvc5.v17.1.dll","Any,Version=v0.0"
"devexpress.web.reporting","17.1.3","DevExpress.XtraReports.v17.1.dll","Any,Version=v0.0"
"devexpress.web.reporting","17.1.3","DevExpress.XtraReports.v17.1.Web.dll","Any,Version=v0.0"
"devexpress.web","17.1.3","DevExpress.PivotGrid.v17.1.Core.dll","Any,Version=v0.0"
"devexpress.web","17.1.3","DevExpress.SpellChecker.v17.1.Core.dll","Any,Version=v0.0"
"devexpress.web","17.1.3","DevExpress.Web.ASPxHtmlEditor.v17.1.dll","Any,Version=v0.0"
"devexpress.web","17.1.3","DevExpress.Web.ASPxPivotGrid.v17.1.dll","Any,Version=v0.0"
"devexpress.web","17.1.3","DevExpress.Web.ASPxSpellChecker.v17.1.dll","Any,Version=v0.0"
"devexpress.web","17.1.3","DevExpress.Web.ASPxTreeList.v17.1.dll","Any,Version=v0.0"
"devexpress.web","17.1.3","DevExpress.Web.Resources.v17.1.dll","Any,Version=v0.0"
"devexpress.web","17.1.3","DevExpress.Web.v17.1.dll","Any,Version=v0.0"
"devexpress.xpo","17.1.3","DevExpress.Xpo.v17.1.dll","Any,Version=v0.0"
"devexpress.web.mvc.dashboard","17.1.3","DevExpress.Dashboard.v17.1.Web.Mvc.dll","Any,Version=v0.0"
"devexpress.web.themes","17.1.3","DevExpress.Web.ASPxThemes.v17.1.dll","Any,Version=v0.0"
"devexpress.web.mvc5.dashboard","17.1.3","DevExpress.Dashboard.v17.1.Web.Mvc5.dll","Any,Version=v0.0"
"devexpress.web.dashboard","17.1.3","DevExpress.Dashboard.v17.1.Core.dll","Any,Version=v0.0"
"devexpress.web.dashboard","17.1.3","DevExpress.Dashboard.v17.1.Web.dll","Any,Version=v0.0"
"devexpress.web.dashboard","17.1.3","DevExpress.Map.v17.1.Core.dll","Any,Version=v0.0"
"devexpress.web.dashboard","17.1.3","DevExpress.TreeMap.v17.1.Core.dll","Any,Version=v0.0"
"devexpress.web.dashboard","17.1.3","DevExpress.XtraBars.v17.1.dll","Any,Version=v0.0"
"devexpress.web.dashboard","17.1.3","DevExpress.XtraEditors.v17.1.dll","Any,Version=v0.0"
"devexpress.web.dashboard","17.1.3","DevExpress.XtraGauges.v17.1.Presets.dll","Any,Version=v0.0"
"devexpress.web.dashboard","17.1.3","DevExpress.XtraGauges.v17.1.Win.dll","Any,Version=v0.0"
"devexpress.web.dashboard","17.1.3","DevExpress.XtraLayout.v17.1.dll","Any,Version=v0.0"
"devexpress.web.dashboard","17.1.3","DevExpress.XtraMap.v17.1.dll","Any,Version=v0.0"
"devexpress.web.dashboard","17.1.3","DevExpress.XtraPrinting.v17.1.dll","Any,Version=v0.0"
"devexpress.web.dashboard","17.1.3","DevExpress.XtraTreeList.v17.1.dll","Any,Version=v0.0"
"devexpress.web.dashboard","17.1.3","DevExpress.XtraTreeMap.v17.1.dll","Any,Version=v0.0"
"devexpress.web.office","17.1.3","DevExpress.Web.ASPxRichEdit.v17.1.dll","Any,Version=v0.0"
"devexpress.web.office","17.1.3","DevExpress.Web.ASPxSpreadsheet.v17.1.dll","Any,Version=v0.0"
"devexpress.web.scheduler","17.1.3","DevExpress.Web.ASPxScheduler.v17.1.dll","Any,Version=v0.0"
"devexpress.web.scheduler","17.1.3","DevExpress.XtraScheduler.v17.1.Core.dll","Any,Version=v0.0"
"devexpress.web.visualization","17.1.3","DevExpress.Utils.v17.1.dll","Any,Version=v0.0"
"devexpress.web.visualization","17.1.3","DevExpress.Web.ASPxGauges.v17.1.dll","Any,Version=v0.0"
"devexpress.web.visualization","17.1.3","DevExpress.XtraCharts.v17.1.Web.dll","Any,Version=v0.0"
