"Package","Version","Assembly","DotNetFramework"
"DevExpress.ExpressApp.Dashboards.Web.de","18.2.8.0","DevExpress.ExpressApp.Dashboards.Web.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Dashboards.Web.ja","18.2.8.0","DevExpress.ExpressApp.Dashboards.Web.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Dashboards.Win","18.2.8.0","DevExpress.ExpressApp.Dashboards.Win.v18.2.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Dashboards.Web.ru","18.2.8.0","DevExpress.ExpressApp.Dashboards.Web.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Dashboards.Win.de","18.2.8.0","DevExpress.ExpressApp.Dashboards.Win.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Dashboards.Win.es","18.2.8.0","DevExpress.ExpressApp.Dashboards.Win.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Dashboards.Win.ja","18.2.8.0","DevExpress.ExpressApp.Dashboards.Win.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.Dashboards.Win.ru","18.2.8.0","DevExpress.ExpressApp.Dashboards.Win.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.DataService","18.2.8.0","DevExpress.ExpressApp.DataService.v18.2.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.de","18.2.8.0","DevExpress.ExpressApp.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.EF","18.2.8.0","DevExpress.ExpressApp.EF.v18.2.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.FileAttachment.Mobile","18.2.8.0","DevExpress.ExpressApp.FileAttachment.Mobile.v18.2.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.es","18.2.8.0","DevExpress.ExpressApp.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.FileAttachment.Web","18.2.8.0","DevExpress.ExpressApp.FileAttachment.Web.v18.2.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.FileAttachment.Web.de","18.2.8.0","DevExpress.ExpressApp.FileAttachment.Web.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.FileAttachment.Web.es","18.2.8.0","DevExpress.ExpressApp.FileAttachment.Web.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
"DevExpress.ExpressApp.FileAttachment.Web.ja","18.2.8.0","DevExpress.ExpressApp.FileAttachment.Web.v18.2.resources.dll",".NETFramework,Version=v4.5.2"
