#TYPE System.Management.Automation.PSCustomObject
"Package","Version","Assembly","DotNetFramework"
"devexpress.web.reporting","17.2.9","DevExpress.XtraReports.v17.2.Web",".NETFramework,Version=v4.0"
"devexpress.web.reporting.ru","17.2.9","DevExpress.XtraReports.v17.2.Web.resources",".NETFramework,Version=v4.0"
"devexpress.web.scheduler.de","17.2.9","DevExpress.Web.ASPxScheduler.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.web.ru","17.2.9","DevExpress.Web.ASPxHtmlEditor.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.web.ru","17.2.9","DevExpress.Web.ASPxSpellChecker.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.web.ru","17.2.9","DevExpress.Web.ASPxTreeList.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.web.ru","17.2.9","DevExpress.Web.Resources.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.web.ru","17.2.9","DevExpress.Web.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.web.scheduler","17.2.9","DevExpress.Web.ASPxScheduler.v17.2",".NETFramework,Version=v4.0"
"devexpress.web.scheduler.ja","17.2.9","DevExpress.Web.ASPxScheduler.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.web.scheduler.es","17.2.9","DevExpress.Web.ASPxScheduler.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.web.scheduler.ru","17.2.9","DevExpress.Web.ASPxScheduler.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.web.visualization","17.2.9","DevExpress.Web.ASPxGauges.v17.2",".NETFramework,Version=v4.0"
"devexpress.web.visualization","17.2.9","DevExpress.XtraCharts.v17.2.Web",".NETFramework,Version=v4.0"
"devexpress.web.themes","17.2.9","DevExpress.Web.ASPxThemes.v17.2",".NETFramework,Version=v4.0"
"devexpress.win.charts.de","17.2.9","DevExpress.XtraCharts.v17.2.Wizard.resources",".NETFramework,Version=v4.0"
"devexpress.win.bonusskins","17.2.9","DevExpress.BonusSkins.v17.2",".NETFramework,Version=v4.0"
"devexpress.win.charts.ja","17.2.9","DevExpress.XtraCharts.v17.2.Wizard.resources",".NETFramework,Version=v4.0"
"devexpress.win.dashboard.es","17.2.9","DevExpress.Dashboard.v17.2.Win.resources",".NETFramework,Version=v4.0"
"devexpress.win.dashboard","17.2.9","DevExpress.Dashboard.v17.2.Win",".NETFramework,Version=v4.0"
"devexpress.win","17.2.9","DevExpress.XtraBars.v17.2",".NETFramework,Version=v4.0"
"devexpress.win","17.2.9","DevExpress.XtraEditors.v17.2",".NETFramework,Version=v4.0"
"devexpress.win","17.2.9","DevExpress.XtraGrid.v17.2",".NETFramework,Version=v4.0"
"devexpress.win","17.2.9","DevExpress.XtraLayout.v17.2",".NETFramework,Version=v4.0"
"devexpress.win","17.2.9","DevExpress.XtraNavBar.v17.2",".NETFramework,Version=v4.0"
"devexpress.win","17.2.9","DevExpress.XtraPivotGrid.v17.2",".NETFramework,Version=v4.0"
"devexpress.win","17.2.9","DevExpress.XtraPrinting.v17.2",".NETFramework,Version=v4.0"
"devexpress.win","17.2.9","DevExpress.XtraTreeList.v17.2",".NETFramework,Version=v4.0"
"devexpress.win","17.2.9","DevExpress.XtraVerticalGrid.v17.2",".NETFramework,Version=v4.0"
"devexpress.win","17.2.9","DevExpress.XtraWizard.v17.2",".NETFramework,Version=v4.0"
"devexpress.win.charts.es","17.2.9","DevExpress.XtraCharts.v17.2.Wizard.resources",".NETFramework,Version=v4.0"
"devexpress.win.charts.ru","17.2.9","DevExpress.XtraCharts.v17.2.Wizard.resources",".NETFramework,Version=v4.0"
"devexpress.win.dashboard.ru","17.2.9","DevExpress.Dashboard.v17.2.Win.resources",".NETFramework,Version=v4.0"
"devexpress.win.dashboard.de","17.2.9","DevExpress.Dashboard.v17.2.Win.resources",".NETFramework,Version=v4.0"
"devexpress.win.charts","17.2.9","DevExpress.XtraCharts.v17.2.Extensions",".NETFramework,Version=v4.0"
"devexpress.win.charts","17.2.9","DevExpress.XtraCharts.v17.2.UI",".NETFramework,Version=v4.0"
"devexpress.win.charts","17.2.9","DevExpress.XtraCharts.v17.2.Wizard",".NETFramework,Version=v4.0"
"devexpress.win.diagram","17.2.9","DevExpress.XtraDiagram.v17.2",".NETFramework,Version=v4.0"
"devexpress.win.dashboard.ja","17.2.9","DevExpress.Dashboard.v17.2.Win.resources",".NETFramework,Version=v4.0"
"devexpress.win.de","17.2.9","DevExpress.XtraBars.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.de","17.2.9","DevExpress.XtraEditors.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.de","17.2.9","DevExpress.XtraGrid.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.de","17.2.9","DevExpress.XtraLayout.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.de","17.2.9","DevExpress.XtraNavBar.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.de","17.2.9","DevExpress.XtraPivotGrid.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.de","17.2.9","DevExpress.XtraPrinting.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.de","17.2.9","DevExpress.XtraTreeList.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.de","17.2.9","DevExpress.XtraVerticalGrid.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.de","17.2.9","DevExpress.XtraWizard.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.gauges","17.2.9","DevExpress.XtraGauges.v17.2.Presets",".NETFramework,Version=v4.0"
"devexpress.win.gauges","17.2.9","DevExpress.XtraGauges.v17.2.Win",".NETFramework,Version=v4.0"
"devexpress.win.gauges.es","17.2.9","DevExpress.XtraGauges.v17.2.Presets.resources",".NETFramework,Version=v4.0"
"devexpress.win.gauges.ru","17.2.9","DevExpress.XtraGauges.v17.2.Presets.resources",".NETFramework,Version=v4.0"
"devexpress.win.es","17.2.9","DevExpress.XtraBars.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.es","17.2.9","DevExpress.XtraEditors.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.es","17.2.9","DevExpress.XtraGrid.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.es","17.2.9","DevExpress.XtraLayout.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.es","17.2.9","DevExpress.XtraNavBar.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.es","17.2.9","DevExpress.XtraPivotGrid.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.es","17.2.9","DevExpress.XtraPrinting.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.es","17.2.9","DevExpress.XtraTreeList.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.es","17.2.9","DevExpress.XtraVerticalGrid.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.es","17.2.9","DevExpress.XtraWizard.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.gauges.de","17.2.9","DevExpress.XtraGauges.v17.2.Presets.resources",".NETFramework,Version=v4.0"
"devexpress.win.gauges.ja","17.2.9","DevExpress.XtraGauges.v17.2.Presets.resources",".NETFramework,Version=v4.0"
"devexpress.win.pdfviewer.de","17.2.9","DevExpress.XtraPdfViewer.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.map","17.2.9","DevExpress.XtraMap.v17.2",".NETFramework,Version=v4.0"
"devexpress.win.ja","17.2.9","DevExpress.XtraBars.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.ja","17.2.9","DevExpress.XtraEditors.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.ja","17.2.9","DevExpress.XtraGrid.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.ja","17.2.9","DevExpress.XtraLayout.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.ja","17.2.9","DevExpress.XtraNavBar.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.ja","17.2.9","DevExpress.XtraPivotGrid.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.ja","17.2.9","DevExpress.XtraPrinting.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.ja","17.2.9","DevExpress.XtraTreeList.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.ja","17.2.9","DevExpress.XtraVerticalGrid.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.ja","17.2.9","DevExpress.XtraWizard.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.pdfviewer.ja","17.2.9","DevExpress.XtraPdfViewer.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.pdfviewer","17.2.9","DevExpress.XtraPdfViewer.v17.2",".NETFramework,Version=v4.0"
"devexpress.win.pdfviewer.es","17.2.9","DevExpress.XtraPdfViewer.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.reporting","17.2.9","DevExpress.XtraReports.v17.2.Extensions",".NETFramework,Version=v4.0"
"devexpress.win.reporting.es","17.2.9","DevExpress.XtraReports.v17.2.Extensions.resources",".NETFramework,Version=v4.0"
"devexpress.win.pdfviewer.ru","17.2.9","DevExpress.XtraPdfViewer.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.reporting.ru","17.2.9","DevExpress.XtraReports.v17.2.Extensions.resources",".NETFramework,Version=v4.0"
"devexpress.win.reporting.de","17.2.9","DevExpress.XtraReports.v17.2.Extensions.resources",".NETFramework,Version=v4.0"
"devexpress.win.reporting.ja","17.2.9","DevExpress.XtraReports.v17.2.Extensions.resources",".NETFramework,Version=v4.0"
"devexpress.win.richedit.de","17.2.9","DevExpress.XtraRichEdit.v17.2.Extensions.resources",".NETFramework,Version=v4.0"
"devexpress.win.richedit.de","17.2.9","DevExpress.XtraRichEdit.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.richedit.ru","17.2.9","DevExpress.XtraRichEdit.v17.2.Extensions.resources",".NETFramework,Version=v4.0"
"devexpress.win.richedit.ru","17.2.9","DevExpress.XtraRichEdit.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.richedit.ja","17.2.9","DevExpress.XtraRichEdit.v17.2.Extensions.resources",".NETFramework,Version=v4.0"
"devexpress.win.richedit.ja","17.2.9","DevExpress.XtraRichEdit.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.richedit.es","17.2.9","DevExpress.XtraRichEdit.v17.2.Extensions.resources",".NETFramework,Version=v4.0"
"devexpress.win.richedit.es","17.2.9","DevExpress.XtraRichEdit.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.scheduler.de","17.2.9","DevExpress.XtraScheduler.v17.2.Extensions.resources",".NETFramework,Version=v4.0"
"devexpress.win.scheduler.de","17.2.9","DevExpress.XtraScheduler.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.scheduler.ja","17.2.9","DevExpress.XtraScheduler.v17.2.Extensions.resources",".NETFramework,Version=v4.0"
"devexpress.win.scheduler.ja","17.2.9","DevExpress.XtraScheduler.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.ru","17.2.9","DevExpress.XtraBars.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.ru","17.2.9","DevExpress.XtraEditors.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.ru","17.2.9","DevExpress.XtraGrid.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.ru","17.2.9","DevExpress.XtraLayout.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.ru","17.2.9","DevExpress.XtraNavBar.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.ru","17.2.9","DevExpress.XtraPivotGrid.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.ru","17.2.9","DevExpress.XtraPrinting.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.ru","17.2.9","DevExpress.XtraTreeList.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.ru","17.2.9","DevExpress.XtraVerticalGrid.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.ru","17.2.9","DevExpress.XtraWizard.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.richedit","17.2.9","DevExpress.XtraRichEdit.v17.2",".NETFramework,Version=v4.0"
"devexpress.win.richedit","17.2.9","DevExpress.XtraRichEdit.v17.2.Extensions",".NETFramework,Version=v4.0"
"devexpress.win.scheduler","17.2.9","DevExpress.XtraScheduler.v17.2",".NETFramework,Version=v4.0"
"devexpress.win.scheduler","17.2.9","DevExpress.XtraScheduler.v17.2.Extensions",".NETFramework,Version=v4.0"
"devexpress.win.schedulerreporting","17.2.9","DevExpress.XtraScheduler.v17.2.Reporting",".NETFramework,Version=v4.0"
"devexpress.win.schedulerreporting","17.2.9","DevExpress.XtraScheduler.v17.2.Reporting.Extensions",".NETFramework,Version=v4.0"
"devexpress.win.scheduler.es","17.2.9","DevExpress.XtraScheduler.v17.2.Extensions.resources",".NETFramework,Version=v4.0"
"devexpress.win.scheduler.es","17.2.9","DevExpress.XtraScheduler.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.schedulerreporting.es","17.2.9","DevExpress.XtraScheduler.v17.2.Reporting.resources",".NETFramework,Version=v4.0"
"devexpress.win.scheduler.ru","17.2.9","DevExpress.XtraScheduler.v17.2.Extensions.resources",".NETFramework,Version=v4.0"
"devexpress.win.scheduler.ru","17.2.9","DevExpress.XtraScheduler.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.schedulerreporting.ru","17.2.9","DevExpress.XtraScheduler.v17.2.Reporting.resources",".NETFramework,Version=v4.0"
"devexpress.win.schedulerreporting.de","17.2.9","DevExpress.XtraScheduler.v17.2.Reporting.resources",".NETFramework,Version=v4.0"
"devexpress.win.snap.de","17.2.9","DevExpress.Snap.v17.2.Extensions.resources",".NETFramework,Version=v4.0"
"devexpress.win.snap.de","17.2.9","DevExpress.Snap.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.schedulerreporting.ja","17.2.9","DevExpress.XtraScheduler.v17.2.Reporting.resources",".NETFramework,Version=v4.0"
"devexpress.win.snap.ja","17.2.9","DevExpress.Snap.v17.2.Extensions.resources",".NETFramework,Version=v4.0"
"devexpress.win.snap.ja","17.2.9","DevExpress.Snap.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.spellchecker","17.2.9","DevExpress.XtraSpellChecker.v17.2",".NETFramework,Version=v4.0"
"devexpress.win.snap.es","17.2.9","DevExpress.Snap.v17.2.Extensions.resources",".NETFramework,Version=v4.0"
"devexpress.win.snap.es","17.2.9","DevExpress.Snap.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.snap","17.2.9","DevExpress.Snap.v17.2",".NETFramework,Version=v4.0"
"devexpress.win.snap","17.2.9","DevExpress.Snap.v17.2.Extensions",".NETFramework,Version=v4.0"
"devexpress.win.snap.ru","17.2.9","DevExpress.Snap.v17.2.Extensions.resources",".NETFramework,Version=v4.0"
"devexpress.win.snap.ru","17.2.9","DevExpress.Snap.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.spellchecker.ru","17.2.9","DevExpress.XtraSpellChecker.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.spellchecker.de","17.2.9","DevExpress.XtraSpellChecker.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.spreadsheet.de","17.2.9","DevExpress.XtraSpreadsheet.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.spreadsheet.ja","17.2.9","DevExpress.XtraSpreadsheet.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.spellchecker.ja","17.2.9","DevExpress.XtraSpellChecker.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.treemap","17.2.9","DevExpress.XtraTreeMap.v17.2",".NETFramework,Version=v4.0"
"devexpress.win.spreadsheet","17.2.9","DevExpress.XtraSpreadsheet.v17.2",".NETFramework,Version=v4.0"
"devexpress.win.spreadsheet.es","17.2.9","DevExpress.XtraSpreadsheet.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.spreadsheet.ru","17.2.9","DevExpress.XtraSpreadsheet.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.win.spellchecker.es","17.2.9","DevExpress.XtraSpellChecker.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.carousel","17.2.9","DevExpress.Xpf.Carousel.v17.2",".NETFramework,Version=v4.0"
"devexpress.wpf.charts","17.2.9","DevExpress.Xpf.Charts.v17.2",".NETFramework,Version=v4.0"
"devexpress.wpf.charts.designer","17.2.9","DevExpress.Charts.Designer.v17.2",".NETFramework,Version=v4.0"
"devexpress.wpf.charts.designer.es","17.2.9","DevExpress.Charts.Designer.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.charts.designer.ru","17.2.9","DevExpress.Charts.Designer.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.charts.de","17.2.9","DevExpress.Xpf.Charts.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.charts.designer.de","17.2.9","DevExpress.Charts.Designer.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.charts.ja","17.2.9","DevExpress.Xpf.Charts.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.charts.designer.ja","17.2.9","DevExpress.Charts.Designer.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.charts.es","17.2.9","DevExpress.Xpf.Charts.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.charts.ru","17.2.9","DevExpress.Xpf.Charts.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.core.es","17.2.9","DevExpress.Xpf.Core.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.core.de","17.2.9","DevExpress.Xpf.Core.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.core","17.2.9","DevExpress.Xpf.Core.v17.2",".NETFramework,Version=v4.0"
"devexpress.wpf.core","17.2.9","DevExpress.Xpf.Core.v17.2.Extensions",".NETFramework,Version=v4.0"
"devexpress.wpf.core.ru","17.2.9","DevExpress.Xpf.Core.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.diagram","17.2.9","DevExpress.Xpf.Diagram.v17.2",".NETFramework,Version=v4.0"
"devexpress.wpf.core.ja","17.2.9","DevExpress.Xpf.Core.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.expressioneditor","17.2.9","DevExpress.Xpf.ExpressionEditor.v17.2",".NETFramework,Version=v4.0"
"devexpress.wpf.gauges.de","17.2.9","DevExpress.Xpf.Gauges.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.gauges","17.2.9","DevExpress.Xpf.Gauges.v17.2",".NETFramework,Version=v4.0"
"devexpress.wpf.gauges.ja","17.2.9","DevExpress.Xpf.Gauges.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.gauges.es","17.2.9","DevExpress.Xpf.Gauges.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.gauges.ru","17.2.9","DevExpress.Xpf.Gauges.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.grid.de","17.2.9","DevExpress.Xpf.Grid.v17.2.Core.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.grid","17.2.9","DevExpress.Xpf.Grid.v17.2.Core",".NETFramework,Version=v4.0"
"devexpress.wpf.grid","17.2.9","DevExpress.Xpf.Grid.v17.2",".NETFramework,Version=v4.0"
"devexpress.wpf.grid","17.2.9","DevExpress.Xpf.Grid.v17.2.Extensions",".NETFramework,Version=v4.0"
"devexpress.wpf.grid.ja","17.2.9","DevExpress.Xpf.Grid.v17.2.Core.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.grid.es","17.2.9","DevExpress.Xpf.Grid.v17.2.Core.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.layout","17.2.9","DevExpress.Xpf.LayoutControl.v17.2",".NETFramework,Version=v4.0"
"devexpress.wpf.layout.es","17.2.9","DevExpress.Xpf.LayoutControl.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.grid.ru","17.2.9","DevExpress.Xpf.Grid.v17.2.Core.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.layout.de","17.2.9","DevExpress.Xpf.LayoutControl.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.layout.ru","17.2.9","DevExpress.Xpf.LayoutControl.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.layout.ja","17.2.9","DevExpress.Xpf.LayoutControl.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.map","17.2.9","DevExpress.Xpf.Map.v17.2",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation.de","17.2.9","DevExpress.Xpf.Controls.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation.de","17.2.9","DevExpress.Xpf.Docking.v17.2.resources",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation.de","17.2.9","DevExpress.Xpf.NavBar.v17.2.resources",".NETFramework,Version=v4.0"
