#TYPE System.Management.Automation.PSCustomObject
"Package","Version","Assembly"
"DevExpress.ExpressApp.Security.Xpo.ru","18.2.4","DevExpress.ExpressApp.Security.Xpo.v18.2.resources"
"DevExpress.ExpressApp.Spa","18.2.4","DevExpress.ExpressApp.Spa.v18.2"
"DevExpress.ExpressApp.StateMachine","18.2.4","DevExpress.ExpressApp.StateMachine.v18.2"
"DevExpress.ExpressApp.StateMachine.de","18.2.4","DevExpress.ExpressApp.StateMachine.v18.2.resources"
"DevExpress.ExpressApp.StateMachine.es","18.2.4","DevExpress.ExpressApp.StateMachine.v18.2.resources"
"DevExpress.ExpressApp.StateMachine.ja","18.2.4","DevExpress.ExpressApp.StateMachine.v18.2.resources"
"DevExpress.ExpressApp.StateMachine.ru","18.2.4","DevExpress.ExpressApp.StateMachine.v18.2.resources"
"DevExpress.ExpressApp.TreeListEditors","18.2.4","DevExpress.ExpressApp.TreeListEditors.v18.2"
"DevExpress.ExpressApp.TreeListEditors.Web","18.2.4","DevExpress.ExpressApp.TreeListEditors.Web.v18.2"
"DevExpress.ExpressApp.TreeListEditors.Win","18.2.4","DevExpress.ExpressApp.TreeListEditors.Win.v18.2"
"DevExpress.ExpressApp.Validation","18.2.4","DevExpress.ExpressApp.Validation.v18.2"
"DevExpress.ExpressApp.Validation.de","18.2.4","DevExpress.ExpressApp.Validation.v18.2.resources"
"DevExpress.ExpressApp.Validation.es","18.2.4","DevExpress.ExpressApp.Validation.v18.2.resources"
"DevExpress.ExpressApp.Validation.ja","18.2.4","DevExpress.ExpressApp.Validation.v18.2.resources"
"DevExpress.ExpressApp.Validation.Mobile","18.2.4","DevExpress.ExpressApp.Validation.Mobile.v18.2"
"DevExpress.ExpressApp.Validation.ru","18.2.4","DevExpress.ExpressApp.Validation.v18.2.resources"
"DevExpress.ExpressApp.Validation.Web","18.2.4","DevExpress.ExpressApp.Validation.Web.v18.2"
"DevExpress.ExpressApp.Validation.Win","18.2.4","DevExpress.ExpressApp.Validation.Win.v18.2"
"DevExpress.ExpressApp.Validation.Win.de","18.2.4","DevExpress.ExpressApp.Validation.Win.v18.2.resources"
"DevExpress.ExpressApp.Validation.Win.es","18.2.4","DevExpress.ExpressApp.Validation.Win.v18.2.resources"
"DevExpress.ExpressApp.Validation.Win.ja","18.2.4","DevExpress.ExpressApp.Validation.Win.v18.2.resources"
"DevExpress.ExpressApp.Validation.Win.ru","18.2.4","DevExpress.ExpressApp.Validation.Win.v18.2.resources"
"DevExpress.ExpressApp.ViewVariantsModule","18.2.4","DevExpress.ExpressApp.ViewVariantsModule.v18.2"
"DevExpress.ExpressApp.ViewVariantsModule.de","18.2.4","DevExpress.ExpressApp.ViewVariantsModule.v18.2.resources"
"DevExpress.ExpressApp.ViewVariantsModule.es","18.2.4","DevExpress.ExpressApp.ViewVariantsModule.v18.2.resources"
"DevExpress.ExpressApp.ViewVariantsModule.ja","18.2.4","DevExpress.ExpressApp.ViewVariantsModule.v18.2.resources"
"DevExpress.ExpressApp.ViewVariantsModule.ru","18.2.4","DevExpress.ExpressApp.ViewVariantsModule.v18.2.resources"
"DevExpress.ExpressApp.Web","18.2.4","DevExpress.ExpressApp.Web.v18.2"
"DevExpress.ExpressApp.Web.de","18.2.4","DevExpress.ExpressApp.Web.v18.2.resources"
"DevExpress.ExpressApp.Web.es","18.2.4","DevExpress.ExpressApp.Web.v18.2.resources"
"DevExpress.ExpressApp.Web.ja","18.2.4","DevExpress.ExpressApp.Web.v18.2.resources"
"DevExpress.ExpressApp.Web.ru","18.2.4","DevExpress.ExpressApp.Web.v18.2.resources"
"DevExpress.ExpressApp.Win","18.2.4","DevExpress.ExpressApp.Win.v18.2"
"DevExpress.ExpressApp.Win.de","18.2.4","DevExpress.ExpressApp.Win.v18.2.resources"
"DevExpress.ExpressApp.Win.es","18.2.4","DevExpress.ExpressApp.Win.v18.2.resources"
"DevExpress.ExpressApp.Win.ja","18.2.4","DevExpress.ExpressApp.Win.v18.2.resources"
"DevExpress.ExpressApp.Win.ru","18.2.4","DevExpress.ExpressApp.Win.v18.2.resources"
"DevExpress.ExpressApp.Workflow","18.2.4","DevExpress.ExpressApp.Workflow.v18.2"
"DevExpress.ExpressApp.Workflow","18.2.4","DevExpress.Workflow.Activities.v18.2"
"DevExpress.ExpressApp.Workflow.de","18.2.4","DevExpress.ExpressApp.Workflow.v18.2.resources"
"DevExpress.ExpressApp.Workflow.es","18.2.4","DevExpress.ExpressApp.Workflow.v18.2.resources"
"DevExpress.ExpressApp.Workflow.ja","18.2.4","DevExpress.ExpressApp.Workflow.v18.2.resources"
"DevExpress.ExpressApp.Workflow.ru","18.2.4","DevExpress.ExpressApp.Workflow.v18.2.resources"
"DevExpress.ExpressApp.Workflow.Win","18.2.4","DevExpress.ExpressApp.Workflow.Win.v18.2"
"DevExpress.ExpressApp.Workflow.Win","18.2.4","DevExpress.Workflow.Activities.v18.2.Design"
"DevExpress.ExpressApp.Workflow.Win.de","18.2.4","DevExpress.ExpressApp.Workflow.Win.v18.2.resources"
"DevExpress.ExpressApp.Workflow.Win.es","18.2.4","DevExpress.ExpressApp.Workflow.Win.v18.2.resources"
"DevExpress.ExpressApp.Workflow.Win.ja","18.2.4","DevExpress.ExpressApp.Workflow.Win.v18.2.resources"
"DevExpress.ExpressApp.Workflow.Win.ru","18.2.4","DevExpress.ExpressApp.Workflow.Win.v18.2.resources"
"DevExpress.ExpressApp.Xpo","18.2.4","DevExpress.ExpressApp.Xpo.v18.2"
"DevExpress.ExpressApp.Xpo","18.2.4","DevExpress.Persistent.BaseImpl.v18.2"
"DevExpress.Gauges.Core","18.2.4","DevExpress.XtraGauges.v18.2.Core"
"DevExpress.Gauges.Core","18.2.4","DevExpress.XtraGauges.v18.2.Core"
"DevExpress.Gauges.Core.de","18.2.4","DevExpress.XtraGauges.v18.2.Core.resources"
"DevExpress.Gauges.Core.de","18.2.4","DevExpress.XtraGauges.v18.2.Core.resources"
"DevExpress.Gauges.Core.es","18.2.4","DevExpress.XtraGauges.v18.2.Core.resources"
"DevExpress.Gauges.Core.es","18.2.4","DevExpress.XtraGauges.v18.2.Core.resources"
"DevExpress.Gauges.Core.ja","18.2.4","DevExpress.XtraGauges.v18.2.Core.resources"
"DevExpress.Gauges.Core.ja","18.2.4","DevExpress.XtraGauges.v18.2.Core.resources"
"DevExpress.Gauges.Core.ru","18.2.4","DevExpress.XtraGauges.v18.2.Core.resources"
"DevExpress.Gauges.Core.ru","18.2.4","DevExpress.XtraGauges.v18.2.Core.resources"
"DevExpress.Images","18.2.4","DevExpress.Images.v18.2"
"DevExpress.Map.Core","18.2.4","DevExpress.Map.v18.2.Core"
"DevExpress.Map.Core","18.2.4","DevExpress.Map.v18.2.Core"
"DevExpress.Map.Core.de","18.2.4","DevExpress.Map.v18.2.Core.resources"
"DevExpress.Map.Core.de","18.2.4","DevExpress.Map.v18.2.Core.resources"
"DevExpress.Map.Core.es","18.2.4","DevExpress.Map.v18.2.Core.resources"
"DevExpress.Map.Core.es","18.2.4","DevExpress.Map.v18.2.Core.resources"
"DevExpress.Map.Core.ja","18.2.4","DevExpress.Map.v18.2.Core.resources"
"DevExpress.Map.Core.ja","18.2.4","DevExpress.Map.v18.2.Core.resources"
"DevExpress.Map.Core.ru","18.2.4","DevExpress.Map.v18.2.Core.resources"
"DevExpress.Map.Core.ru","18.2.4","DevExpress.Map.v18.2.Core.resources"
"DevExpress.Map.NetStandard","18.2.4","DevExpress.XtraMap.v18.2"
"DevExpress.Mvvm","18.2.4","DevExpress.Mvvm.v18.2"
"DevExpress.Office.Core","18.2.4","DevExpress.Office.v18.2.Core"
"DevExpress.Office.Core","18.2.4","DevExpress.Office.v18.2.Core"
"DevExpress.Office.Core.de","18.2.4","DevExpress.Office.v18.2.Core.resources"
"DevExpress.Office.Core.de","18.2.4","DevExpress.Office.v18.2.Core.resources"
"DevExpress.Office.Core.es","18.2.4","DevExpress.Office.v18.2.Core.resources"
"DevExpress.Office.Core.es","18.2.4","DevExpress.Office.v18.2.Core.resources"
"DevExpress.Office.Core.ja","18.2.4","DevExpress.Office.v18.2.Core.resources"
"DevExpress.Office.Core.ja","18.2.4","DevExpress.Office.v18.2.Core.resources"
"DevExpress.Office.Core.ru","18.2.4","DevExpress.Office.v18.2.Core.resources"
"DevExpress.Office.Core.ru","18.2.4","DevExpress.Office.v18.2.Core.resources"
"DevExpress.Pdf.Core","18.2.4","DevExpress.Pdf.v18.2.Core"
"DevExpress.Pdf.Core","18.2.4","DevExpress.Pdf.v18.2.Core"
"DevExpress.Pdf.Core.de","18.2.4","DevExpress.Pdf.v18.2.Core.resources"
"DevExpress.Pdf.Core.de","18.2.4","DevExpress.Pdf.v18.2.Core.resources"
"DevExpress.Pdf.Core.es","18.2.4","DevExpress.Pdf.v18.2.Core.resources"
"DevExpress.Pdf.Core.es","18.2.4","DevExpress.Pdf.v18.2.Core.resources"
"DevExpress.Pdf.Core.ja","18.2.4","DevExpress.Pdf.v18.2.Core.resources"
"DevExpress.Pdf.Core.ja","18.2.4","DevExpress.Pdf.v18.2.Core.resources"
"DevExpress.Pdf.Core.ru","18.2.4","DevExpress.Pdf.v18.2.Core.resources"
"DevExpress.Pdf.Core.ru","18.2.4","DevExpress.Pdf.v18.2.Core.resources"
"DevExpress.Pdf.Drawing","18.2.4","DevExpress.Pdf.v18.2.Drawing"
"DevExpress.Persistent.Base","18.2.4","DevExpress.Persistent.Base.v18.2"
"DevExpress.Persistent.Base.de","18.2.4","DevExpress.Persistent.Base.v18.2.resources"
"DevExpress.Persistent.Base.es","18.2.4","DevExpress.Persistent.Base.v18.2.resources"
"DevExpress.Persistent.Base.ja","18.2.4","DevExpress.Persistent.Base.v18.2.resources"
"DevExpress.Persistent.Base.ru","18.2.4","DevExpress.Persistent.Base.v18.2.resources"
"DevExpress.PivotGrid.Core","18.2.4","DevExpress.PivotGrid.v18.2.Core"
"DevExpress.PivotGrid.Core","18.2.4","DevExpress.PivotGrid.v18.2.Core"
"DevExpress.PivotGrid.Core.de","18.2.4","DevExpress.PivotGrid.v18.2.Core.resources"
"DevExpress.PivotGrid.Core.de","18.2.4","DevExpress.PivotGrid.v18.2.Core.resources"
"DevExpress.PivotGrid.Core.es","18.2.4","DevExpress.PivotGrid.v18.2.Core.resources"
"DevExpress.PivotGrid.Core.es","18.2.4","DevExpress.PivotGrid.v18.2.Core.resources"
"DevExpress.PivotGrid.Core.ja","18.2.4","DevExpress.PivotGrid.v18.2.Core.resources"
"DevExpress.PivotGrid.Core.ja","18.2.4","DevExpress.PivotGrid.v18.2.Core.resources"
"DevExpress.PivotGrid.Core.ru","18.2.4","DevExpress.PivotGrid.v18.2.Core.resources"
"DevExpress.PivotGrid.Core.ru","18.2.4","DevExpress.PivotGrid.v18.2.Core.resources"
"DevExpress.Printing.Core","18.2.4","DevExpress.Printing.v18.2.Core"
"DevExpress.Printing.Core","18.2.4","DevExpress.Printing.v18.2.Core"
"DevExpress.Printing.Core.de","18.2.4","DevExpress.Printing.v18.2.Core.resources"
"DevExpress.Printing.Core.de","18.2.4","DevExpress.Printing.v18.2.Core.resources"
"DevExpress.Printing.Core.es","18.2.4","DevExpress.Printing.v18.2.Core.resources"
"DevExpress.Printing.Core.es","18.2.4","DevExpress.Printing.v18.2.Core.resources"
"DevExpress.Printing.Core.ja","18.2.4","DevExpress.Printing.v18.2.Core.resources"
"DevExpress.Printing.Core.ja","18.2.4","DevExpress.Printing.v18.2.Core.resources"
"DevExpress.Printing.Core.ru","18.2.4","DevExpress.Printing.v18.2.Core.resources"
"DevExpress.Printing.Core.ru","18.2.4","DevExpress.Printing.v18.2.Core.resources"
"DevExpress.Reporting.CodeCompletion","18.2.4","DevExpress.XtraReports.v18.2.CodeCompletion"
"DevExpress.Reporting.Core","18.2.4","DevExpress.XtraReports.v18.2"
"DevExpress.Reporting.Core","18.2.4","DevExpress.XtraReports.v18.2"
"DevExpress.Reporting.Core.de","18.2.4","DevExpress.XtraReports.v18.2.resources"
"DevExpress.Reporting.Core.de","18.2.4","DevExpress.XtraReports.v18.2.resources"
"DevExpress.Reporting.Core.es","18.2.4","DevExpress.XtraReports.v18.2.resources"
"DevExpress.Reporting.Core.es","18.2.4","DevExpress.XtraReports.v18.2.resources"
"DevExpress.Reporting.Core.ja","18.2.4","DevExpress.XtraReports.v18.2.resources"
"DevExpress.Reporting.Core.ja","18.2.4","DevExpress.XtraReports.v18.2.resources"
"DevExpress.Reporting.Core.ru","18.2.4","DevExpress.XtraReports.v18.2.resources"
"DevExpress.Reporting.Core.ru","18.2.4","DevExpress.XtraReports.v18.2.resources"
"DevExpress.Reporting.WCF","18.2.4","DevExpress.XtraReports.v18.2.Service"
"DevExpress.RichEdit.Core","18.2.4","DevExpress.RichEdit.v18.2.Core"
"DevExpress.RichEdit.Core","18.2.4","DevExpress.RichEdit.v18.2.Core"
"DevExpress.RichEdit.Core.de","18.2.4","DevExpress.RichEdit.v18.2.Core.resources"
"DevExpress.RichEdit.Core.de","18.2.4","DevExpress.RichEdit.v18.2.Core.resources"
"DevExpress.RichEdit.Core.es","18.2.4","DevExpress.RichEdit.v18.2.Core.resources"
"DevExpress.RichEdit.Core.es","18.2.4","DevExpress.RichEdit.v18.2.Core.resources"
"DevExpress.RichEdit.Core.ja","18.2.4","DevExpress.RichEdit.v18.2.Core.resources"
"DevExpress.RichEdit.Core.ja","18.2.4","DevExpress.RichEdit.v18.2.Core.resources"
"DevExpress.RichEdit.Core.ru","18.2.4","DevExpress.RichEdit.v18.2.Core.resources"
"DevExpress.RichEdit.Core.ru","18.2.4","DevExpress.RichEdit.v18.2.Core.resources"
"DevExpress.RichEdit.Export","18.2.4","DevExpress.RichEdit.v18.2.Export"
"DevExpress.RichEdit.Export","18.2.4","DevExpress.RichEdit.v18.2.Export"
"DevExpress.Scaffolding.Core","18.2.4","DevExpress.Mvvm.v18.2.DataModel"
"DevExpress.Scaffolding.Core","18.2.4","DevExpress.Mvvm.v18.2.ViewModel"
"DevExpress.Scaffolding.Core.de","18.2.4","DevExpress.Mvvm.v18.2.DataModel.resources"
"DevExpress.Scaffolding.Core.es","18.2.4","DevExpress.Mvvm.v18.2.DataModel.resources"
"DevExpress.Scaffolding.Core.ja","18.2.4","DevExpress.Mvvm.v18.2.DataModel.resources"
"DevExpress.Scaffolding.Core.ru","18.2.4","DevExpress.Mvvm.v18.2.DataModel.resources"
"DevExpress.Scaffolding.EF6","18.2.4","DevExpress.Mvvm.v18.2.DataModel.EF6"
"DevExpress.Scaffolding.EFCore","18.2.4","DevExpress.Mvvm.v18.2.DataModel.EFCore"
"DevExpress.Scaffolding.WCF","18.2.4","DevExpress.Mvvm.v18.2.DataModel.WCF"
"DevExpress.Scheduler.Core","18.2.4","DevExpress.XtraScheduler.v18.2.Core"
"DevExpress.Scheduler.Core","18.2.4","DevExpress.XtraScheduler.v18.2.Core"
"DevExpress.Scheduler.Core.de","18.2.4","DevExpress.XtraScheduler.v18.2.Core.resources"
"DevExpress.Scheduler.Core.de","18.2.4","DevExpress.XtraScheduler.v18.2.Core.resources"
"DevExpress.Scheduler.Core.es","18.2.4","DevExpress.XtraScheduler.v18.2.Core.resources"
"DevExpress.Scheduler.Core.es","18.2.4","DevExpress.XtraScheduler.v18.2.Core.resources"
"DevExpress.Scheduler.Core.ja","18.2.4","DevExpress.XtraScheduler.v18.2.Core.resources"
"DevExpress.Scheduler.Core.ja","18.2.4","DevExpress.XtraScheduler.v18.2.Core.resources"
"DevExpress.Scheduler.Core.ru","18.2.4","DevExpress.XtraScheduler.v18.2.Core.resources"
"DevExpress.Scheduler.Core.ru","18.2.4","DevExpress.XtraScheduler.v18.2.Core.resources"
"DevExpress.Snap.Core","18.2.4","DevExpress.Snap.v18.2.Core"
"DevExpress.Snap.Core.de","18.2.4","DevExpress.Snap.v18.2.Core.resources"
"DevExpress.Snap.Core.es","18.2.4","DevExpress.Snap.v18.2.Core.resources"
"DevExpress.Snap.Core.ja","18.2.4","DevExpress.Snap.v18.2.Core.resources"
"DevExpress.Snap.Core.ru","18.2.4","DevExpress.Snap.v18.2.Core.resources"
"DevExpress.Sparkline.Core","18.2.4","DevExpress.Sparkline.v18.2.Core"
"DevExpress.Sparkline.Core","18.2.4","DevExpress.Sparkline.v18.2.Core"
"DevExpress.Sparkline.Core.de","18.2.4","DevExpress.Sparkline.v18.2.Core.resources"
"DevExpress.Sparkline.Core.de","18.2.4","DevExpress.Sparkline.v18.2.Core.resources"
"DevExpress.Sparkline.Core.es","18.2.4","DevExpress.Sparkline.v18.2.Core.resources"
"DevExpress.Sparkline.Core.es","18.2.4","DevExpress.Sparkline.v18.2.Core.resources"
"DevExpress.Sparkline.Core.ja","18.2.4","DevExpress.Sparkline.v18.2.Core.resources"
"DevExpress.Sparkline.Core.ja","18.2.4","DevExpress.Sparkline.v18.2.Core.resources"
"DevExpress.Sparkline.Core.ru","18.2.4","DevExpress.Sparkline.v18.2.Core.resources"
"DevExpress.Sparkline.Core.ru","18.2.4","DevExpress.Sparkline.v18.2.Core.resources"
"DevExpress.SpellChecker.Core","18.2.4","DevExpress.SpellChecker.v18.2.Core"
"DevExpress.Spreadsheet.Core","18.2.4","DevExpress.Spreadsheet.v18.2.Core"
"DevExpress.Spreadsheet.Core","18.2.4","DevExpress.Spreadsheet.v18.2.Core"
"DevExpress.Spreadsheet.Core.de","18.2.4","DevExpress.Spreadsheet.v18.2.Core.resources"
"DevExpress.Spreadsheet.Core.es","18.2.4","DevExpress.Spreadsheet.v18.2.Core.resources"
"DevExpress.Spreadsheet.Core.ja","18.2.4","DevExpress.Spreadsheet.v18.2.Core.resources"
"DevExpress.Spreadsheet.Core.ru","18.2.4","DevExpress.Spreadsheet.v18.2.Core.resources"
"DevExpress.TreeMap.Core","18.2.4","DevExpress.TreeMap.v18.2.Core"
"DevExpress.TreeMap.Core","18.2.4","DevExpress.TreeMap.v18.2.Core"
"DevExpress.TreeMap.NetStandard","18.2.4","DevExpress.XtraTreeMap.v18.2"
"DevExpress.Utils","18.2.4","DevExpress.Utils.v18.2"
"DevExpress.Utils.de","18.2.4","DevExpress.Utils.v18.2.resources"
"DevExpress.Utils.es","18.2.4","DevExpress.Utils.v18.2.resources"
"DevExpress.Utils.ja","18.2.4","DevExpress.Utils.v18.2.resources"
"DevExpress.Utils.ru","18.2.4","DevExpress.Utils.v18.2.resources"
"DevExpress.Utils.UI","18.2.4","DevExpress.Utils.v18.2.UI"
"DevExpress.Utils.UI.de","18.2.4","DevExpress.Utils.v18.2.UI.resources"
"DevExpress.Utils.UI.es","18.2.4","DevExpress.Utils.v18.2.UI.resources"
"DevExpress.Utils.UI.ja","18.2.4","DevExpress.Utils.v18.2.UI.resources"
"DevExpress.Utils.UI.ru","18.2.4","DevExpress.Utils.v18.2.UI.resources"
"DevExpress.Web","18.2.4","DevExpress.Web.ASPxHtmlEditor.v18.2"
"DevExpress.Web","18.2.4","DevExpress.Web.ASPxPivotGrid.v18.2"
"DevExpress.Web","18.2.4","DevExpress.Web.ASPxSpellChecker.v18.2"
"DevExpress.Web","18.2.4","DevExpress.Web.ASPxTreeList.v18.2"
"DevExpress.Web","18.2.4","DevExpress.Web.Resources.v18.2"
"DevExpress.Web","18.2.4","DevExpress.Web.v18.2"
"DevExpress.Web.Bootstrap","18.2.4","DevExpress.Web.Bootstrap.v18.2"
"DevExpress.Web.Dashboard","18.2.4","DevExpress.Dashboard.v18.2.Web.WebForms"
"DevExpress.Web.Dashboard.Common","18.2.4","DevExpress.Dashboard.v18.2.Web"
"DevExpress.Web.Dashboard.Common","18.2.4","DevExpress.Dashboard.v18.2.Web"
"DevExpress.Web.Dashboard.Common.de","18.2.4","DevExpress.Dashboard.v18.2.Web.resources"
"DevExpress.Web.Dashboard.Common.de","18.2.4","DevExpress.Dashboard.v18.2.Web.resources"
"DevExpress.Web.Dashboard.Common.es","18.2.4","DevExpress.Dashboard.v18.2.Web.resources"
"DevExpress.Web.Dashboard.Common.es","18.2.4","DevExpress.Dashboard.v18.2.Web.resources"
"DevExpress.Web.Dashboard.Common.ja","18.2.4","DevExpress.Dashboard.v18.2.Web.resources"
"DevExpress.Web.Dashboard.Common.ja","18.2.4","DevExpress.Dashboard.v18.2.Web.resources"
"DevExpress.Web.Dashboard.Common.ru","18.2.4","DevExpress.Dashboard.v18.2.Web.resources"
"DevExpress.Web.Dashboard.Common.ru","18.2.4","DevExpress.Dashboard.v18.2.Web.resources"
"DevExpress.Web.de","18.2.4","DevExpress.Web.ASPxHtmlEditor.v18.2.resources"
"DevExpress.Web.de","18.2.4","DevExpress.Web.ASPxSpellChecker.v18.2.resources"
"DevExpress.Web.de","18.2.4","DevExpress.Web.ASPxTreeList.v18.2.resources"
"DevExpress.Web.de","18.2.4","DevExpress.Web.Resources.v18.2.resources"
"DevExpress.Web.de","18.2.4","DevExpress.Web.v18.2.resources"
"DevExpress.Web.es","18.2.4","DevExpress.Web.ASPxHtmlEditor.v18.2.resources"
"DevExpress.Web.es","18.2.4","DevExpress.Web.ASPxSpellChecker.v18.2.resources"
"DevExpress.Web.es","18.2.4","DevExpress.Web.ASPxTreeList.v18.2.resources"
"DevExpress.Web.es","18.2.4","DevExpress.Web.Resources.v18.2.resources"
"DevExpress.Web.es","18.2.4","DevExpress.Web.v18.2.resources"
"DevExpress.Web.ja","18.2.4","DevExpress.Web.ASPxHtmlEditor.v18.2.resources"
"DevExpress.Web.ja","18.2.4","DevExpress.Web.ASPxSpellChecker.v18.2.resources"
"DevExpress.Web.ja","18.2.4","DevExpress.Web.ASPxTreeList.v18.2.resources"
"DevExpress.Web.ja","18.2.4","DevExpress.Web.Resources.v18.2.resources"
"DevExpress.Web.ja","18.2.4","DevExpress.Web.v18.2.resources"
"DevExpress.Web.Mvc","18.2.4","DevExpress.Web.Mvc.v18.2"
"DevExpress.Web.Mvc.Dashboard","18.2.4","DevExpress.Dashboard.v18.2.Web.Mvc"
"DevExpress.Web.Mvc5","18.2.4","DevExpress.Web.Mvc5.v18.2"
"DevExpress.Web.Mvc5.Dashboard","18.2.4","DevExpress.Dashboard.v18.2.Web.Mvc5"
"DevExpress.Web.Office","18.2.4","DevExpress.Web.ASPxRichEdit.v18.2"
"DevExpress.Web.Office","18.2.4","DevExpress.Web.ASPxSpreadsheet.v18.2"
"DevExpress.Web.Office.de","18.2.4","DevExpress.Web.ASPxRichEdit.v18.2.resources"
"DevExpress.Web.Office.de","18.2.4","DevExpress.Web.ASPxSpreadsheet.v18.2.resources"
"DevExpress.Web.Office.es","18.2.4","DevExpress.Web.ASPxRichEdit.v18.2.resources"
"DevExpress.Web.Office.es","18.2.4","DevExpress.Web.ASPxSpreadsheet.v18.2.resources"
"DevExpress.Web.Office.ja","18.2.4","DevExpress.Web.ASPxRichEdit.v18.2.resources"
"DevExpress.Web.Office.ja","18.2.4","DevExpress.Web.ASPxSpreadsheet.v18.2.resources"
"DevExpress.Web.Office.ru","18.2.4","DevExpress.Web.ASPxRichEdit.v18.2.resources"
"DevExpress.Web.Office.ru","18.2.4","DevExpress.Web.ASPxSpreadsheet.v18.2.resources"
"DevExpress.Web.Reporting","18.2.4","DevExpress.XtraReports.v18.2.Web.WebForms"
"DevExpress.Web.Reporting.Azure","18.2.4","DevExpress.XtraReports.v18.2.Web.Azure"
"DevExpress.Web.Reporting.Common","18.2.4","DevExpress.XtraReports.v18.2.Web"
"DevExpress.Web.Reporting.Common","18.2.4","DevExpress.XtraReports.v18.2.Web"
"DevExpress.Web.Reporting.Common.de","18.2.4","DevExpress.XtraReports.v18.2.Web.resources"
"DevExpress.Web.Reporting.Common.de","18.2.4","DevExpress.XtraReports.v18.2.Web.resources"
"DevExpress.Web.Reporting.Common.es","18.2.4","DevExpress.XtraReports.v18.2.Web.resources"
"DevExpress.Web.Reporting.Common.es","18.2.4","DevExpress.XtraReports.v18.2.Web.resources"
"DevExpress.Web.Reporting.Common.ja","18.2.4","DevExpress.XtraReports.v18.2.Web.resources"
"DevExpress.Web.Reporting.Common.ja","18.2.4","DevExpress.XtraReports.v18.2.Web.resources"
"DevExpress.Web.Reporting.Common.ru","18.2.4","DevExpress.XtraReports.v18.2.Web.resources"
"DevExpress.Web.Reporting.Common.ru","18.2.4","DevExpress.XtraReports.v18.2.Web.resources"
"DevExpress.Web.ru","18.2.4","DevExpress.Web.ASPxHtmlEditor.v18.2.resources"
"DevExpress.Web.ru","18.2.4","DevExpress.Web.ASPxSpellChecker.v18.2.resources"
"DevExpress.Web.ru","18.2.4","DevExpress.Web.ASPxTreeList.v18.2.resources"
"DevExpress.Web.ru","18.2.4","DevExpress.Web.Resources.v18.2.resources"
"DevExpress.Web.ru","18.2.4","DevExpress.Web.v18.2.resources"
"DevExpress.Web.Scheduler","18.2.4","DevExpress.Web.ASPxScheduler.v18.2"
"DevExpress.Web.Scheduler.de","18.2.4","DevExpress.Web.ASPxScheduler.v18.2.resources"
"DevExpress.Web.Scheduler.es","18.2.4","DevExpress.Web.ASPxScheduler.v18.2.resources"
"DevExpress.Web.Scheduler.ja","18.2.4","DevExpress.Web.ASPxScheduler.v18.2.resources"
"DevExpress.Web.Scheduler.ru","18.2.4","DevExpress.Web.ASPxScheduler.v18.2.resources"
"DevExpress.Web.Themes","18.2.4","DevExpress.Web.ASPxThemes.v18.2"
"DevExpress.Web.Visualization","18.2.4","DevExpress.Web.ASPxGauges.v18.2"
"DevExpress.Web.Visualization","18.2.4","DevExpress.XtraCharts.v18.2.Web"
"DevExpress.Win","18.2.4","DevExpress.XtraBars.v18.2"
"DevExpress.Win","18.2.4","DevExpress.XtraEditors.v18.2"
"DevExpress.Win","18.2.4","DevExpress.XtraGrid.v18.2"
"DevExpress.Win","18.2.4","DevExpress.XtraLayout.v18.2"
"DevExpress.Win","18.2.4","DevExpress.XtraNavBar.v18.2"
"DevExpress.Win","18.2.4","DevExpress.XtraPivotGrid.v18.2"
"DevExpress.Win","18.2.4","DevExpress.XtraPrinting.v18.2"
"DevExpress.Win","18.2.4","DevExpress.XtraTreeList.v18.2"
"DevExpress.Win","18.2.4","DevExpress.XtraVerticalGrid.v18.2"
"DevExpress.Win","18.2.4","DevExpress.XtraWizard.v18.2"
"DevExpress.Win.BonusSkins","18.2.4","DevExpress.BonusSkins.v18.2"
"DevExpress.Win.Charts","18.2.4","DevExpress.XtraCharts.v18.2.Extensions"
"DevExpress.Win.Charts","18.2.4","DevExpress.XtraCharts.v18.2.UI"
"DevExpress.Win.Charts","18.2.4","DevExpress.XtraCharts.v18.2.Wizard"
"DevExpress.Win.Charts.de","18.2.4","DevExpress.XtraCharts.v18.2.Wizard.resources"
"DevExpress.Win.Charts.es","18.2.4","DevExpress.XtraCharts.v18.2.Wizard.resources"
"DevExpress.Win.Charts.ja","18.2.4","DevExpress.XtraCharts.v18.2.Wizard.resources"
"DevExpress.Win.Charts.ru","18.2.4","DevExpress.XtraCharts.v18.2.Wizard.resources"
"DevExpress.Win.Dashboard","18.2.4","DevExpress.Dashboard.v18.2.Win"
"DevExpress.Win.Dashboard.de","18.2.4","DevExpress.Dashboard.v18.2.Win.resources"
"DevExpress.Win.Dashboard.es","18.2.4","DevExpress.Dashboard.v18.2.Win.resources"
"DevExpress.Win.Dashboard.ja","18.2.4","DevExpress.Dashboard.v18.2.Win.resources"
"DevExpress.Win.Dashboard.ru","18.2.4","DevExpress.Dashboard.v18.2.Win.resources"
"DevExpress.Win.de","18.2.4","DevExpress.XtraBars.v18.2.resources"
"DevExpress.Win.de","18.2.4","DevExpress.XtraEditors.v18.2.resources"
"DevExpress.Win.de","18.2.4","DevExpress.XtraGrid.v18.2.resources"
"DevExpress.Win.de","18.2.4","DevExpress.XtraLayout.v18.2.resources"
