"Package","Assembly","DotNetFramework"
"devexpress.wpf.charts.designer.ja","DevExpress.Charts.Designer.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.dashboard","DevExpress.Dashboard.v18.1.Wpf.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.dashboard","DevExpress.Xpf.Dashboard.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.charts.designer.ru","DevExpress.Charts.Designer.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.charts.ja","DevExpress.Xpf.Charts.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.core.es","DevExpress.Xpf.Core.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.dialogs","DevExpress.Xpf.Dialogs.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.core","DevExpress.Xpf.Core.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.core","DevExpress.Xpf.Core.v18.1.Extensions.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.core.ru","DevExpress.Xpf.Core.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.diagram","DevExpress.Xpf.Diagram.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.gauges","DevExpress.Xpf.Gauges.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.gauges.es","DevExpress.Xpf.Gauges.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.gauges.ru","DevExpress.Xpf.Gauges.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.expressioneditor","DevExpress.Xpf.ExpressionEditor.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.grid.core.es","DevExpress.Xpf.Grid.v18.1.Core.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.grid.core","DevExpress.Xpf.Grid.v18.1.Core.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.grid.core","DevExpress.Xpf.Grid.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.grid.core","DevExpress.Xpf.Grid.v18.1.Extensions.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.grid.core.ru","DevExpress.Xpf.Grid.v18.1.Core.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.gauges.de","DevExpress.Xpf.Gauges.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.gauges.ja","DevExpress.Xpf.Gauges.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.layout.de","DevExpress.Xpf.LayoutControl.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.layout.ja","DevExpress.Xpf.LayoutControl.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.grid.core.de","DevExpress.Xpf.Grid.v18.1.Core.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.grid.core.ja","DevExpress.Xpf.Grid.v18.1.Core.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.map","DevExpress.Xpf.Map.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.layout","DevExpress.Xpf.LayoutControl.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation.de","DevExpress.Xpf.Controls.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation.de","DevExpress.Xpf.Docking.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation.de","DevExpress.Xpf.NavBar.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation.de","DevExpress.Xpf.Ribbon.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.layout.es","DevExpress.Xpf.LayoutControl.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation.ja","DevExpress.Xpf.Controls.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation.ja","DevExpress.Xpf.Docking.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation.ja","DevExpress.Xpf.NavBar.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation.ja","DevExpress.Xpf.Ribbon.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.layout.ru","DevExpress.Xpf.LayoutControl.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.pdfviewer","DevExpress.Xpf.PdfViewer.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.pdfviewer.es","DevExpress.Xpf.PdfViewer.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.pdfviewer.ru","DevExpress.Xpf.PdfViewer.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation.es","DevExpress.Xpf.Controls.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation.es","DevExpress.Xpf.Docking.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation.es","DevExpress.Xpf.NavBar.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation.es","DevExpress.Xpf.Ribbon.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation","DevExpress.Xpf.Accordion.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation","DevExpress.Xpf.Controls.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation","DevExpress.Xpf.Docking.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation","DevExpress.Xpf.Layout.v18.1.Core.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation","DevExpress.Xpf.NavBar.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation","DevExpress.Xpf.Ribbon.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.printing","DevExpress.Xpf.Printing.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation.ru","DevExpress.Xpf.Controls.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation.ru","DevExpress.Xpf.Docking.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation.ru","DevExpress.Xpf.NavBar.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.navigation.ru","DevExpress.Xpf.Ribbon.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.printing.es","DevExpress.Xpf.Printing.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.pdfviewer.de","DevExpress.Xpf.PdfViewer.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.printing.ru","DevExpress.Xpf.Printing.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.pdfviewer.ja","DevExpress.Xpf.PdfViewer.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.pivotgrid","DevExpress.Xpf.PivotGrid.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.propertygrid","DevExpress.Xpf.PropertyGrid.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.propertygrid.es","DevExpress.Xpf.PropertyGrid.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.printing.de","DevExpress.Xpf.Printing.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.propertygrid.ru","DevExpress.Xpf.PropertyGrid.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.printing.ja","DevExpress.Xpf.Printing.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.reporting.de","DevExpress.Xpf.ReportDesigner.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.prismadapters","DevExpress.Xpf.PrismAdapters.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.reporting.ja","DevExpress.Xpf.ReportDesigner.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.richedit","DevExpress.Xpf.RichEdit.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.propertygrid.de","DevExpress.Xpf.PropertyGrid.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.richedit.es","DevExpress.Xpf.RichEdit.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.propertygrid.ja","DevExpress.Xpf.PropertyGrid.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.richedit.ru","DevExpress.Xpf.RichEdit.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.scheduler.de","DevExpress.Xpf.Scheduler.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.scheduler.ja","DevExpress.Xpf.Scheduler.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.reporting","DevExpress.Xpf.CodeView.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.reporting","DevExpress.Xpf.DataAccess.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.reporting","DevExpress.Xpf.ReportDesigner.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.reporting.es","DevExpress.Xpf.ReportDesigner.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.reporting.ru","DevExpress.Xpf.ReportDesigner.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.scheduling","DevExpress.Xpf.Scheduling.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.scheduling.es","DevExpress.Xpf.Scheduling.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.richedit.de","DevExpress.Xpf.RichEdit.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.richedit.ja","DevExpress.Xpf.RichEdit.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.spellchecker.de","DevExpress.Xpf.SpellChecker.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.scheduling.ru","DevExpress.Xpf.Scheduling.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.scheduler","DevExpress.Xpf.Scheduler.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.spellchecker.ja","DevExpress.Xpf.SpellChecker.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.scheduler.es","DevExpress.Xpf.Scheduler.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.scheduler.ru","DevExpress.Xpf.Scheduler.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.spreadsheet","DevExpress.Xpf.Spreadsheet.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.scheduling.de","DevExpress.Xpf.Scheduling.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.spreadsheet.es","DevExpress.Xpf.Spreadsheet.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.scheduling.ja","DevExpress.Xpf.Scheduling.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.spreadsheet.ru","DevExpress.Xpf.Spreadsheet.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.spellchecker","DevExpress.Xpf.SpellChecker.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.spellchecker.es","DevExpress.Xpf.SpellChecker.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.dxstyle","DevExpress.Xpf.Themes.DXStyle.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.spellchecker.ru","DevExpress.Xpf.SpellChecker.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.spreadsheet.de","DevExpress.Xpf.Spreadsheet.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.metropolisdark","DevExpress.Xpf.Themes.MetropolisDark.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.spreadsheet.ja","DevExpress.Xpf.Spreadsheet.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2007black","DevExpress.Xpf.Themes.Office2007Black.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2007silver","DevExpress.Xpf.Themes.Office2007Silver.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.lightgray","DevExpress.Xpf.Themes.LightGray.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2010blue","DevExpress.Xpf.Themes.Office2010Blue.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.metropolislight","DevExpress.Xpf.Themes.MetropolisLight.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2013","DevExpress.Xpf.Themes.Office2013.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2007blue","DevExpress.Xpf.Themes.Office2007Blue.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2013lightgray","DevExpress.Xpf.Themes.Office2013LightGray.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2010black","DevExpress.Xpf.Themes.Office2010Black.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2016blackse","DevExpress.Xpf.Themes.Office2016BlackSE.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2010silver","DevExpress.Xpf.Themes.Office2010Silver.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2016white","DevExpress.Xpf.Themes.Office2016White.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2016colorfulse","DevExpress.Xpf.Themes.Office2016ColorfulSE.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2013darkgray","DevExpress.Xpf.Themes.Office2013DarkGray.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2016black","DevExpress.Xpf.Themes.Office2016Black.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.seven","DevExpress.Xpf.Themes.Seven.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2016colorful","DevExpress.Xpf.Themes.Office2016Colorful.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.vs2010","DevExpress.Xpf.Themes.VS2010.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2016darkgrayse","DevExpress.Xpf.Themes.Office2016DarkGraySE.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.vs2017light","DevExpress.Xpf.Themes.VS2017Light.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.treemap","DevExpress.Xpf.TreeMap.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.office2016whitese","DevExpress.Xpf.Themes.Office2016WhiteSE.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.touchlinedark","DevExpress.Xpf.Themes.TouchlineDark.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.xpo.ja","DevExpress.Xpo.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.xpo.ja","DevExpress.Xpo.v18.1.resources.dll",".NETStandard,Version=v2.0"
"devexpress.xpo.de","DevExpress.Xpo.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.xpo.de","DevExpress.Xpo.v18.1.resources.dll",".NETStandard,Version=v2.0"
"devexpress.wpf.themes.vs2017dark","DevExpress.Xpf.Themes.VS2017Dark.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.wpf.themes.vs2017blue","DevExpress.Xpf.Themes.VS2017Blue.v18.1.dll",".NETFramework,Version=v4.0"
"devextreme.aspnet.core","DevExtreme.AspNet.Core.dll",".NETFramework,Version=v4.5.1"
"devextreme.aspnet.core","DevExtreme.AspNet.Core.dll",".NETStandard,Version=v1.6"
"devexpress.xpo","DevExpress.Xpo.v18.1.dll",".NETFramework,Version=v4.0"
"devexpress.xpo","DevExpress.Xpo.v18.1.dll",".NETStandard,Version=v2.0"
"devexpress.xpo.es","DevExpress.Xpo.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.xpo.es","DevExpress.Xpo.v18.1.resources.dll",".NETStandard,Version=v2.0"
"devexpress.xpo.ru","DevExpress.Xpo.v18.1.resources.dll",".NETFramework,Version=v4.0"
"devexpress.xpo.ru","DevExpress.Xpo.v18.1.resources.dll",".NETStandard,Version=v2.0"
"devextreme.aspnet.mvc","DevExtreme.AspNet.Mvc.dll",".NETFramework,Version=v4.0"
