#TYPE System.Management.Automation.PSCustomObject
"Package","Version","Assembly"
"DevExpress.ExpressApp.PivotChart.Web.de","18.2.3","DevExpress.ExpressApp.PivotChart.Web.v18.2.resources"
"DevExpress.ExpressApp.PivotChart.ru","18.2.3","DevExpress.ExpressApp.PivotChart.v18.2.resources"
"DevExpress.ExpressApp.PivotChart.Web","18.2.3","DevExpress.ExpressApp.PivotChart.Web.v18.2"
"DevExpress.ExpressApp.PivotGrid.Web.ru","18.2.3","DevExpress.ExpressApp.PivotGrid.Web.v18.2.resources"
"DevExpress.ExpressApp.PivotGrid.Win","18.2.3","DevExpress.ExpressApp.PivotGrid.Win.v18.2"
"DevExpress.ExpressApp.PivotGrid.Web","18.2.3","DevExpress.ExpressApp.PivotGrid.Web.v18.2"
"DevExpress.ExpressApp.Notifications.Web.ja","18.2.3","DevExpress.ExpressApp.Notifications.Web.v18.2.resources"
"DevExpress.ExpressApp.Notifications.Web.ru","18.2.3","DevExpress.ExpressApp.Notifications.Web.v18.2.resources"
"DevExpress.ExpressApp.PivotGrid.de","18.2.3","DevExpress.ExpressApp.PivotGrid.v18.2.resources"
"DevExpress.ExpressApp.ReportsV2.Mobile","18.2.3","DevExpress.ExpressApp.ReportsV2.Mobile.v18.2"
"DevExpress.ExpressApp.ReportsV2.ru","18.2.3","DevExpress.ExpressApp.ReportsV2.v18.2.resources"
"DevExpress.ExpressApp.ReportsV2.ja","18.2.3","DevExpress.ExpressApp.ReportsV2.v18.2.resources"
"DevExpress.ExpressApp.PivotGrid.ja","18.2.3","DevExpress.ExpressApp.PivotGrid.v18.2.resources"
"DevExpress.ExpressApp.PivotGrid.ru","18.2.3","DevExpress.ExpressApp.PivotGrid.v18.2.resources"
"DevExpress.ExpressApp.FileAttachment.Web.de","18.2.3","DevExpress.ExpressApp.FileAttachment.Web.v18.2.resources"
"DevExpress.ExpressApp.FileAttachment.Web.es","18.2.3","DevExpress.ExpressApp.FileAttachment.Web.v18.2.resources"
"DevExpress.ExpressApp.FileAttachment.Win.de","18.2.3","DevExpress.ExpressApp.FileAttachment.Win.v18.2.resources"
"DevExpress.ExpressApp.FileAttachment.Web.ru","18.2.3","DevExpress.ExpressApp.FileAttachment.Web.v18.2.resources"
"DevExpress.ExpressApp.FileAttachment.Win","18.2.3","DevExpress.ExpressApp.FileAttachment.Win.v18.2"
"DevExpress.ExpressApp.FileAttachment.Web.ja","18.2.3","DevExpress.ExpressApp.FileAttachment.Web.v18.2.resources"
"DevExpress.ExpressApp.Dashboards.ru","18.2.3","DevExpress.ExpressApp.Dashboards.v18.2.resources"
"DevExpress.ExpressApp.Dashboards.Web","18.2.3","DevExpress.ExpressApp.Dashboards.Web.v18.2"
"DevExpress.ExpressApp.Dashboards.Web.ru","18.2.3","DevExpress.ExpressApp.Dashboards.Web.v18.2.resources"
"DevExpress.ExpressApp.Dashboards.Web.es","18.2.3","DevExpress.ExpressApp.Dashboards.Web.v18.2.resources"
"DevExpress.ExpressApp.Dashboards.Web.ja","18.2.3","DevExpress.ExpressApp.Dashboards.Web.v18.2.resources"
"DevExpress.ExpressApp.PivotChart.Win.es","18.2.3","DevExpress.ExpressApp.PivotChart.Win.v18.2.resources"
"DevExpress.ExpressApp.Notifications","18.2.3","DevExpress.ExpressApp.Notifications.v18.2"
"DevExpress.ExpressApp.PivotChart.Win.de","18.2.3","DevExpress.ExpressApp.PivotChart.Win.v18.2.resources"
"DevExpress.ExpressApp.PivotGrid","18.2.3","DevExpress.ExpressApp.PivotGrid.v18.2"
"DevExpress.ExpressApp.PivotChart.Win","18.2.3","DevExpress.ExpressApp.PivotChart.Win.v18.2"
"DevExpress.ExpressApp.es","18.2.3","DevExpress.ExpressApp.v18.2.resources"
"DevExpress.ExpressApp.EF","18.2.3","DevExpress.ExpressApp.EF.v18.2"
"DevExpress.ExpressApp.EF","18.2.3","DevExpress.Persistent.BaseImpl.EF.v18.2"
"DevExpress.ExpressApp.de","18.2.3","DevExpress.ExpressApp.v18.2.resources"
"DevExpress.ExpressApp.FileAttachment.Mobile","18.2.3","DevExpress.ExpressApp.FileAttachment.Mobile.v18.2"
"DevExpress.ExpressApp.FileAttachment.Web","18.2.3","DevExpress.ExpressApp.FileAttachment.Web.v18.2"
"DevExpress.Data.ru","18.2.3","DevExpress.Data.v18.2.resources"
"DevExpress.ExpressApp.ReportsV2.Win","18.2.3","DevExpress.ExpressApp.ReportsV2.Win.v18.2"
"DevExpress.ExpressApp.ReportsV2.Web","18.2.3","DevExpress.ExpressApp.ReportsV2.Web.v18.2"
"DevExpress.ExpressApp.ReportsV2.Web.ru","18.2.3","DevExpress.ExpressApp.ReportsV2.Web.v18.2.resources"
"DevExpress.ExpressApp.Scheduler.Web.ru","18.2.3","DevExpress.ExpressApp.Scheduler.Web.v18.2.resources"
"DevExpress.ExpressApp.ReportsV2.Web.ja","18.2.3","DevExpress.ExpressApp.ReportsV2.Web.v18.2.resources"
"DevExpress.ExpressApp.ReportsV2.Web.de","18.2.3","DevExpress.ExpressApp.ReportsV2.Web.v18.2.resources"
"DevExpress.ExpressApp.Scheduler","18.2.3","DevExpress.ExpressApp.Scheduler.v18.2"
"DevExpress.ExpressApp.ReportsV2.Win.de","18.2.3","DevExpress.ExpressApp.ReportsV2.Win.v18.2.resources"
"DevExpress.ExpressApp.ru","18.2.3","DevExpress.ExpressApp.v18.2.resources"
"DevExpress.ExpressApp.ReportsV2.Web.es","18.2.3","DevExpress.ExpressApp.ReportsV2.Web.v18.2.resources"
"DevExpress.ExpressApp.ReportsV2.Win.ru","18.2.3","DevExpress.ExpressApp.ReportsV2.Win.v18.2.resources"
"DevExpress.ExpressApp.Scheduler.de","18.2.3","DevExpress.ExpressApp.Scheduler.v18.2.resources"
"DevExpress.ExpressApp.Scheduler.es","18.2.3","DevExpress.ExpressApp.Scheduler.v18.2.resources"
"DevExpress.ExpressApp.Scheduler.Web.de","18.2.3","DevExpress.ExpressApp.Scheduler.Web.v18.2.resources"
"DevExpress.ExpressApp.Scheduler.ru","18.2.3","DevExpress.ExpressApp.Scheduler.v18.2.resources"
"DevExpress.ExpressApp.Scheduler.Web","18.2.3","DevExpress.ExpressApp.Scheduler.Web.v18.2"
"DevExpress.ExpressApp.Scheduler.ja","18.2.3","DevExpress.ExpressApp.Scheduler.v18.2.resources"
"DevExpress.ExpressApp.Scheduler.Web.es","18.2.3","DevExpress.ExpressApp.Scheduler.Web.v18.2.resources"
"DevExpress.ExpressApp.Scheduler.Web.ja","18.2.3","DevExpress.ExpressApp.Scheduler.Web.v18.2.resources"
"DevExpress.ExpressApp.Scheduler.Win.es","18.2.3","DevExpress.ExpressApp.Scheduler.Win.v18.2.resources"
"DevExpress.ExpressApp.Scheduler.Win","18.2.3","DevExpress.ExpressApp.Scheduler.Win.v18.2"
"DevExpress.ExpressApp.Scheduler.Win.de","18.2.3","DevExpress.ExpressApp.Scheduler.Win.v18.2.resources"
"DevExpress.ExpressApp.Security.de","18.2.3","DevExpress.ExpressApp.Security.v18.2.resources"
"DevExpress.ExpressApp.Security.EF","18.2.3","DevExpress.ExpressApp.Security.EF.v18.2"
"DevExpress.ExpressApp.TreeListEditors.Win","18.2.3","DevExpress.ExpressApp.TreeListEditors.Win.v18.2"
"DevExpress.ExpressApp.TreeListEditors","18.2.3","DevExpress.ExpressApp.TreeListEditors.v18.2"
"DevExpress.ExpressApp.TreeListEditors.Web","18.2.3","DevExpress.ExpressApp.TreeListEditors.Web.v18.2"
"DevExpress.ExpressApp.Security.es","18.2.3","DevExpress.ExpressApp.Security.v18.2.resources"
"DevExpress.ExpressApp.Security.Xpo.de","18.2.3","DevExpress.ExpressApp.Security.Xpo.v18.2.resources"
"DevExpress.ExpressApp.Security.Xpo.es","18.2.3","DevExpress.ExpressApp.Security.Xpo.v18.2.resources"
"DevExpress.ExpressApp.Security","18.2.3","DevExpress.ExpressApp.Security.v18.2"
"DevExpress.ExpressApp.Scheduler.Win.ja","18.2.3","DevExpress.ExpressApp.Scheduler.Win.v18.2.resources"
"DevExpress.ExpressApp.Scheduler.Win.ru","18.2.3","DevExpress.ExpressApp.Scheduler.Win.v18.2.resources"
"DevExpress.ExpressApp.StateMachine.ja","18.2.3","DevExpress.ExpressApp.StateMachine.v18.2.resources"
"DevExpress.ExpressApp.StateMachine.ru","18.2.3","DevExpress.ExpressApp.StateMachine.v18.2.resources"
"DevExpress.ExpressApp.StateMachine.es","18.2.3","DevExpress.ExpressApp.StateMachine.v18.2.resources"
"DevExpress.ExpressApp.ReportsV2.Win.es","18.2.3","DevExpress.ExpressApp.ReportsV2.Win.v18.2.resources"
"DevExpress.ExpressApp.ReportsV2.Win.ja","18.2.3","DevExpress.ExpressApp.ReportsV2.Win.v18.2.resources"
"DevExpress.ExpressApp.Security.Xpo.ru","18.2.3","DevExpress.ExpressApp.Security.Xpo.v18.2.resources"
"DevExpress.ExpressApp.Validation.de","18.2.3","DevExpress.ExpressApp.Validation.v18.2.resources"
"DevExpress.ExpressApp.Validation.es","18.2.3","DevExpress.ExpressApp.Validation.v18.2.resources"
"DevExpress.ExpressApp.Validation","18.2.3","DevExpress.ExpressApp.Validation.v18.2"
"DevExpress.ExpressApp.StateMachine","18.2.3","DevExpress.ExpressApp.StateMachine.v18.2"
"DevExpress.ExpressApp.StateMachine.de","18.2.3","DevExpress.ExpressApp.StateMachine.v18.2.resources"
"DevExpress.ExpressApp.Validation.ja","18.2.3","DevExpress.ExpressApp.Validation.v18.2.resources"
"DevExpress.ExpressApp.Validation.Win.es","18.2.3","DevExpress.ExpressApp.Validation.Win.v18.2.resources"
"DevExpress.ExpressApp.Validation.Mobile","18.2.3","DevExpress.ExpressApp.Validation.Mobile.v18.2"
"DevExpress.ExpressApp.Validation.Win.de","18.2.3","DevExpress.ExpressApp.Validation.Win.v18.2.resources"
"DevExpress.ExpressApp.Win.es","18.2.3","DevExpress.ExpressApp.Win.v18.2.resources"
"DevExpress.ExpressApp.Validation.Win","18.2.3","DevExpress.ExpressApp.Validation.Win.v18.2"
"DevExpress.ExpressApp.Validation.ru","18.2.3","DevExpress.ExpressApp.Validation.v18.2.resources"
"DevExpress.ExpressApp.ViewVariantsModule.ja","18.2.3","DevExpress.ExpressApp.ViewVariantsModule.v18.2.resources"
"DevExpress.ExpressApp.Validation.Win.ja","18.2.3","DevExpress.ExpressApp.Validation.Win.v18.2.resources"
"DevExpress.ExpressApp.ViewVariantsModule.es","18.2.3","DevExpress.ExpressApp.ViewVariantsModule.v18.2.resources"
"DevExpress.ExpressApp.Validation.Web","18.2.3","DevExpress.ExpressApp.Validation.Web.v18.2"
"DevExpress.ExpressApp.ViewVariantsModule.de","18.2.3","DevExpress.ExpressApp.ViewVariantsModule.v18.2.resources"
"DevExpress.ExpressApp.ViewVariantsModule.ru","18.2.3","DevExpress.ExpressApp.ViewVariantsModule.v18.2.resources"
"DevExpress.ExpressApp.Web","18.2.3","DevExpress.ExpressApp.Web.v18.2"
"DevExpress.ExpressApp.Web.ru","18.2.3","DevExpress.ExpressApp.Web.v18.2.resources"
"DevExpress.ExpressApp.Web.es","18.2.3","DevExpress.ExpressApp.Web.v18.2.resources"
"DevExpress.ExpressApp.Web.ja","18.2.3","DevExpress.ExpressApp.Web.v18.2.resources"
"DevExpress.ExpressApp.Web.de","18.2.3","DevExpress.ExpressApp.Web.v18.2.resources"
"DevExpress.ExpressApp.Win","18.2.3","DevExpress.ExpressApp.Win.v18.2"
"DevExpress.ExpressApp.Win.de","18.2.3","DevExpress.ExpressApp.Win.v18.2.resources"
"DevExpress.ExpressApp.Workflow","18.2.3","DevExpress.ExpressApp.Workflow.v18.2"
"DevExpress.ExpressApp.Win.ja","18.2.3","DevExpress.ExpressApp.Win.v18.2.resources"
"DevExpress.ExpressApp.Win.ru","18.2.3","DevExpress.ExpressApp.Win.v18.2.resources"
"DevExpress.ExpressApp.Workflow.de","18.2.3","DevExpress.ExpressApp.Workflow.v18.2.resources"
"DevExpress.ExpressApp.Workflow.es","18.2.3","DevExpress.ExpressApp.Workflow.v18.2.resources"
"DevExpress.ExpressApp.Workflow","18.2.3","DevExpress.Workflow.Activities.v18.2"
"DevExpress.ExpressApp.Workflow.ru","18.2.3","DevExpress.ExpressApp.Workflow.v18.2.resources"
"DevExpress.ExpressApp.Workflow.Win","18.2.3","DevExpress.ExpressApp.Workflow.Win.v18.2"
"DevExpress.ExpressApp.Workflow.Win.ja","18.2.3","DevExpress.ExpressApp.Workflow.Win.v18.2.resources"
"DevExpress.ExpressApp.Workflow.Win.de","18.2.3","DevExpress.ExpressApp.Workflow.Win.v18.2.resources"
