#TYPE System.Management.Automation.PSCustomObject
"Package","Version","Assembly"
"DevExpress.ExpressApp.Workflow.Win.es","18.2.3","DevExpress.ExpressApp.Workflow.Win.v18.2.resources"
"DevExpress.ExpressApp.Workflow.Win","18.2.3","DevExpress.Workflow.Activities.v18.2.Design"
"DevExpress.ExpressApp.Workflow.Win.ru","18.2.3","DevExpress.ExpressApp.Workflow.Win.v18.2.resources"
"DevExpress.ExpressApp.Xpo","18.2.3","DevExpress.ExpressApp.Xpo.v18.2"
"DevExpress.Gauges.Core.es","18.2.3","DevExpress.XtraGauges.v18.2.Core.resources"
"DevExpress.ExpressApp.Xpo","18.2.3","DevExpress.Persistent.BaseImpl.v18.2"
"DevExpress.Gauges.Core.de","18.2.3","DevExpress.XtraGauges.v18.2.Core.resources"
"DevExpress.ExpressApp.Validation.Win.ru","18.2.3","DevExpress.ExpressApp.Validation.Win.v18.2.resources"
"DevExpress.ExpressApp.ViewVariantsModule","18.2.3","DevExpress.ExpressApp.ViewVariantsModule.v18.2"
"DevExpress.Gauges.Core","18.2.3","DevExpress.XtraGauges.v18.2.Core"
"DevExpress.Gauges.Core.ja","18.2.3","DevExpress.XtraGauges.v18.2.Core.resources"
"DevExpress.ExpressApp.Workflow.ja","18.2.3","DevExpress.ExpressApp.Workflow.v18.2.resources"
"DevExpress.Gauges.Core.es","18.2.3","DevExpress.XtraGauges.v18.2.Core.resources"
"DevExpress.Gauges.Core.ru","18.2.3","DevExpress.XtraGauges.v18.2.Core.resources"
"DevExpress.Images","18.2.3","DevExpress.Images.v18.2"
"DevExpress.ExpressApp.Security.Xpo.ja","18.2.3","DevExpress.ExpressApp.Security.Xpo.v18.2.resources"
"DevExpress.PivotGrid.Core.ru","18.2.3","DevExpress.PivotGrid.v18.2.Core.resources"
"DevExpress.PivotGrid.Core.de","18.2.3","DevExpress.PivotGrid.v18.2.Core.resources"
"DevExpress.PivotGrid.Core.ja","18.2.3","DevExpress.PivotGrid.v18.2.Core.resources"
"DevExpress.Map.Core.ja","18.2.3","DevExpress.Map.v18.2.Core.resources"
"DevExpress.Map.Core.ru","18.2.3","DevExpress.Map.v18.2.Core.resources"
"DevExpress.PivotGrid.Core.es","18.2.3","DevExpress.PivotGrid.v18.2.Core.resources"
"DevExpress.Printing.Core","18.2.3","DevExpress.Printing.v18.2.Core"
"DevExpress.Pdf.Core.ja","18.2.3","DevExpress.Pdf.v18.2.Core.resources"
"DevExpress.PivotGrid.Core.ru","18.2.3","DevExpress.PivotGrid.v18.2.Core.resources"
"DevExpress.Printing.Core.de","18.2.3","DevExpress.Printing.v18.2.Core.resources"
"DevExpress.Printing.Core.es","18.2.3","DevExpress.Printing.v18.2.Core.resources"
"DevExpress.Office.Core.ru","18.2.3","DevExpress.Office.v18.2.Core.resources"
"DevExpress.Map.Core.es","18.2.3","DevExpress.Map.v18.2.Core.resources"
"DevExpress.Office.Core.ja","18.2.3","DevExpress.Office.v18.2.Core.resources"
"DevExpress.Pdf.Core","18.2.3","DevExpress.Pdf.v18.2.Core"
"DevExpress.Pdf.Core.de","18.2.3","DevExpress.Pdf.v18.2.Core.resources"
"DevExpress.Map.Core.ja","18.2.3","DevExpress.Map.v18.2.Core.resources"
"DevExpress.Mvvm","18.2.3","DevExpress.Mvvm.v18.2"
"DevExpress.Office.Core","18.2.3","DevExpress.Office.v18.2.Core"
"DevExpress.Map.NetStandard","18.2.3","DevExpress.XtraMap.v18.2"
"DevExpress.Map.Core","18.2.3","DevExpress.Map.v18.2.Core"
"DevExpress.Map.Core.de","18.2.3","DevExpress.Map.v18.2.Core.resources"
"DevExpress.Diagram.Core.ja","18.2.3","DevExpress.Diagram.v18.2.Core.resources"
"DevExpress.Diagram.Core.ru","18.2.3","DevExpress.Diagram.v18.2.Core.resources"
"DevExpress.Diagram.Core.es","18.2.3","DevExpress.Diagram.v18.2.Core.resources"
"DevExpress.DataAccess.ru","18.2.3","DevExpress.DataAccess.v18.2.resources"
"DevExpress.DataAccess.UI","18.2.3","DevExpress.DataAccess.v18.2.UI"
"DevExpress.DataAccess.UI.ru","18.2.3","DevExpress.DataAccess.v18.2.UI.resources"
"DevExpress.DataAccess","18.2.3","DevExpress.DataAccess.v18.2"
"DevExpress.Data.ja","18.2.3","DevExpress.Data.v18.2.resources"
"DevExpress.Data.ru","18.2.3","DevExpress.Data.v18.2.resources"
"DevExpress.Diagram.Core","18.2.3","DevExpress.Diagram.v18.2.Core"
"DevExpress.Diagram.Core.de","18.2.3","DevExpress.Diagram.v18.2.Core.resources"
"DevExpress.PivotGrid.Core","18.2.3","DevExpress.PivotGrid.v18.2.Core"
"DevExpress.PivotGrid.Core.de","18.2.3","DevExpress.PivotGrid.v18.2.Core.resources"
"DevExpress.Pdf.Core.es","18.2.3","DevExpress.Pdf.v18.2.Core.resources"
"DevExpress.Pdf.Core.ru","18.2.3","DevExpress.Pdf.v18.2.Core.resources"
"DevExpress.Pdf.Core.de","18.2.3","DevExpress.Pdf.v18.2.Core.resources"
"DevExpress.Pdf.Core.ru","18.2.3","DevExpress.Pdf.v18.2.Core.resources"
"DevExpress.DataAccess.UI.es","18.2.3","DevExpress.DataAccess.v18.2.UI.resources"
"DevExpress.DataAccess.UI.ja","18.2.3","DevExpress.DataAccess.v18.2.UI.resources"
"DevExpress.DataAccess.UI.de","18.2.3","DevExpress.DataAccess.v18.2.UI.resources"
"DevExpress.Pdf.Drawing","18.2.3","DevExpress.Pdf.v18.2.Drawing"
"DevExpress.Persistent.Base","18.2.3","DevExpress.Persistent.Base.v18.2"
"DevExpress.Office.Core.de","18.2.3","DevExpress.Office.v18.2.Core.resources"
"DevExpress.Reporting.Core","18.2.3","DevExpress.XtraReports.v18.2"
"DevExpress.Printing.Core.ja","18.2.3","DevExpress.Printing.v18.2.Core.resources"
"DevExpress.Reporting.CodeCompletion","18.2.3","DevExpress.XtraReports.v18.2.CodeCompletion"
"DevExpress.RichEdit.Core.es","18.2.3","DevExpress.RichEdit.v18.2.Core.resources"
"DevExpress.Printing.Core.ru","18.2.3","DevExpress.Printing.v18.2.Core.resources"
"DevExpress.Printing.Core.ru","18.2.3","DevExpress.Printing.v18.2.Core.resources"
"DevExpress.Reporting.Core.de","18.2.3","DevExpress.XtraReports.v18.2.resources"
"DevExpress.Scheduler.Core.de","18.2.3","DevExpress.XtraScheduler.v18.2.Core.resources"
"DevExpress.Reporting.Core","18.2.3","DevExpress.XtraReports.v18.2"
"DevExpress.Reporting.Core.es","18.2.3","DevExpress.XtraReports.v18.2.resources"
"DevExpress.Reporting.Core.ja","18.2.3","DevExpress.XtraReports.v18.2.resources"
"DevExpress.Map.Core","18.2.3","DevExpress.Map.v18.2.Core"
"DevExpress.Reporting.WCF","18.2.3","DevExpress.XtraReports.v18.2.Service"
"DevExpress.ExpressApp.Security.Xpo","18.2.3","DevExpress.ExpressApp.Security.Xpo.v18.2"
"DevExpress.ExpressApp.Security.ja","18.2.3","DevExpress.ExpressApp.Security.v18.2.resources"
"DevExpress.ExpressApp.Security.ru","18.2.3","DevExpress.ExpressApp.Security.v18.2.resources"
"DevExpress.RichEdit.Core","18.2.3","DevExpress.RichEdit.v18.2.Core"
"DevExpress.RichEdit.Core.ja","18.2.3","DevExpress.RichEdit.v18.2.Core.resources"
"DevExpress.RichEdit.Core.de","18.2.3","DevExpress.RichEdit.v18.2.Core.resources"
"DevExpress.RichEdit.Core.es","18.2.3","DevExpress.RichEdit.v18.2.Core.resources"
"DevExpress.Reporting.Core.ja","18.2.3","DevExpress.XtraReports.v18.2.resources"
"DevExpress.Reporting.Core.ru","18.2.3","DevExpress.XtraReports.v18.2.resources"
"DevExpress.Scaffolding.EFCore","18.2.3","DevExpress.Mvvm.v18.2.DataModel.EFCore"
"DevExpress.Scaffolding.Core.de","18.2.3","DevExpress.Mvvm.v18.2.DataModel.resources"
"DevExpress.Scaffolding.EF6","18.2.3","DevExpress.Mvvm.v18.2.DataModel.EF6"
"DevExpress.RichEdit.Export","18.2.3","DevExpress.RichEdit.v18.2.Export"
"DevExpress.Scaffolding.Core.ru","18.2.3","DevExpress.Mvvm.v18.2.DataModel.resources"
"DevExpress.Scaffolding.Core.es","18.2.3","DevExpress.Mvvm.v18.2.DataModel.resources"
"DevExpress.Office.Core.ja","18.2.3","DevExpress.Office.v18.2.Core.resources"
"DevExpress.Office.Core","18.2.3","DevExpress.Office.v18.2.Core"
"DevExpress.Office.Core.es","18.2.3","DevExpress.Office.v18.2.Core.resources"
"DevExpress.Scaffolding.Core.ja","18.2.3","DevExpress.Mvvm.v18.2.DataModel.resources"
"DevExpress.Printing.Core.es","18.2.3","DevExpress.Printing.v18.2.Core.resources"
"DevExpress.Scheduler.Core.ru","18.2.3","DevExpress.XtraScheduler.v18.2.Core.resources"
"DevExpress.Snap.Core","18.2.3","DevExpress.Snap.v18.2.Core"
"DevExpress.Scheduler.Core","18.2.3","DevExpress.XtraScheduler.v18.2.Core"
"DevExpress.Scheduler.Core.es","18.2.3","DevExpress.XtraScheduler.v18.2.Core.resources"
"DevExpress.Scaffolding.WCF","18.2.3","DevExpress.Mvvm.v18.2.DataModel.WCF"
"DevExpress.Scheduler.Core.es","18.2.3","DevExpress.XtraScheduler.v18.2.Core.resources"
"DevExpress.Scaffolding.Core","18.2.3","DevExpress.Mvvm.v18.2.ViewModel"
"DevExpress.RichEdit.Core.ru","18.2.3","DevExpress.RichEdit.v18.2.Core.resources"
"DevExpress.Scaffolding.Core","18.2.3","DevExpress.Mvvm.v18.2.DataModel"
"DevExpress.Scheduler.Core.ja","18.2.3","DevExpress.XtraScheduler.v18.2.Core.resources"
"DevExpress.RichEdit.Export","18.2.3","DevExpress.RichEdit.v18.2.Export"
"DevExpress.Wpf.Core.de","18.2.3","DevExpress.Xpf.Core.v18.2.resources"
"DevExpress.Web","18.2.3","DevExpress.Web.v18.2"
"DevExpress.Web.Bootstrap","18.2.3","DevExpress.Web.Bootstrap.v18.2"
"DevExpress.Sparkline.Core.es","18.2.3","DevExpress.Sparkline.v18.2.Core.resources"
"DevExpress.Sparkline.Core.ja","18.2.3","DevExpress.Sparkline.v18.2.Core.resources"
"DevExpress.Sparkline.Core.de","18.2.3","DevExpress.Sparkline.v18.2.Core.resources"
"DevExpress.Web.Dashboard","18.2.3","DevExpress.Dashboard.v18.2.Web.WebForms"
"DevExpress.Web.Dashboard.Common.de","18.2.3","DevExpress.Dashboard.v18.2.Web.resources"
"DevExpress.Web.Dashboard.Common.es","18.2.3","DevExpress.Dashboard.v18.2.Web.resources"
"DevExpress.Web","18.2.3","DevExpress.Web.Resources.v18.2"
"DevExpress.Web","18.2.3","DevExpress.Web.ASPxSpellChecker.v18.2"
"DevExpress.Web","18.2.3","DevExpress.Web.ASPxTreeList.v18.2"
"DevExpress.Spreadsheet.Core.ja","18.2.3","DevExpress.Spreadsheet.v18.2.Core.resources"
"DevExpress.Spreadsheet.Core.ru","18.2.3","DevExpress.Spreadsheet.v18.2.Core.resources"
"DevExpress.Spreadsheet.Core.es","18.2.3","DevExpress.Spreadsheet.v18.2.Core.resources"
"DevExpress.TreeMap.Core","18.2.3","DevExpress.TreeMap.v18.2.Core"
"DevExpress.TreeMap.NetStandard","18.2.3","DevExpress.XtraTreeMap.v18.2"
"DevExpress.Snap.Core.ru","18.2.3","DevExpress.Snap.v18.2.Core.resources"
"DevExpress.Snap.Core.ja","18.2.3","DevExpress.Snap.v18.2.Core.resources"
"DevExpress.Sparkline.Core.es","18.2.3","DevExpress.Sparkline.v18.2.Core.resources"
"DevExpress.Snap.Core.es","18.2.3","DevExpress.Snap.v18.2.Core.resources"
"DevExpress.Sparkline.Core","18.2.3","DevExpress.Sparkline.v18.2.Core"
"DevExpress.Snap.Core.de","18.2.3","DevExpress.Snap.v18.2.Core.resources"
"DevExpress.Web.ru","18.2.3","DevExpress.Web.v18.2.resources"
"DevExpress.Win.ja","18.2.3","DevExpress.XtraNavBar.v18.2.resources"
"DevExpress.Utils.UI.ja","18.2.3","DevExpress.Utils.v18.2.UI.resources"
"DevExpress.Utils.UI.de","18.2.3","DevExpress.Utils.v18.2.UI.resources"
"DevExpress.Utils.UI.es","18.2.3","DevExpress.Utils.v18.2.UI.resources"
"DevExpress.Win.ja","18.2.3","DevExpress.XtraPivotGrid.v18.2.resources"
"DevExpress.Win.ja","18.2.3","DevExpress.XtraLayout.v18.2.resources"
"DevExpress.Win.Map","18.2.3","DevExpress.XtraMap.v18.2"
"DevExpress.Win.ja","18.2.3","DevExpress.XtraGrid.v18.2.resources"
"DevExpress.Win.ja","18.2.3","DevExpress.XtraPrinting.v18.2.resources"
"DevExpress.Win.ja","18.2.3","DevExpress.XtraEditors.v18.2.resources"
"DevExpress.Utils.ru","18.2.3","DevExpress.Utils.v18.2.resources"
"DevExpress.Utils.UI","18.2.3","DevExpress.Utils.v18.2.UI"
"DevExpress.Utils.ja","18.2.3","DevExpress.Utils.v18.2.resources"
"DevExpress.Web.Dashboard.Common","18.2.3","DevExpress.Dashboard.v18.2.Web"
"DevExpress.Web.Dashboard.Common.de","18.2.3","DevExpress.Dashboard.v18.2.Web.resources"
"DevExpress.Utils","18.2.3","DevExpress.Utils.v18.2"
"DevExpress.Web","18.2.3","DevExpress.Web.ASPxHtmlEditor.v18.2"
"DevExpress.Web","18.2.3","DevExpress.Web.ASPxPivotGrid.v18.2"
"DevExpress.Utils.UI.ru","18.2.3","DevExpress.Utils.v18.2.UI.resources"
"DevExpress.Utils.de","18.2.3","DevExpress.Utils.v18.2.resources"
"DevExpress.Utils.es","18.2.3","DevExpress.Utils.v18.2.resources"
"DevExpress.SpellChecker.Core","18.2.3","DevExpress.SpellChecker.v18.2.Core"
"DevExpress.Web.es","18.2.3","DevExpress.Web.ASPxSpellChecker.v18.2.resources"
"DevExpress.Web.es","18.2.3","DevExpress.Web.ASPxTreeList.v18.2.resources"
"DevExpress.Web.Dashboard.Common.ru","18.2.3","DevExpress.Dashboard.v18.2.Web.resources"
"DevExpress.Web.de","18.2.3","DevExpress.Web.ASPxTreeList.v18.2.resources"
"DevExpress.Web.Dashboard.Common.ja","18.2.3","DevExpress.Dashboard.v18.2.Web.resources"
"DevExpress.Web.es","18.2.3","DevExpress.Web.Resources.v18.2.resources"
"DevExpress.Web.Reporting.Common.es","18.2.3","DevExpress.XtraReports.v18.2.Web.resources"
"DevExpress.Web.Reporting.Common.ja","18.2.3","DevExpress.XtraReports.v18.2.Web.resources"
"DevExpress.Web.es","18.2.3","DevExpress.Web.ASPxHtmlEditor.v18.2.resources"
"DevExpress.Web.de","18.2.3","DevExpress.Web.Resources.v18.2.resources"
"DevExpress.Web.de","18.2.3","DevExpress.Web.v18.2.resources"
"DevExpress.Web.Mvc5.Dashboard","18.2.3","DevExpress.Dashboard.v18.2.Web.Mvc5"
"DevExpress.Web.Office","18.2.3","DevExpress.Web.ASPxRichEdit.v18.2"
"DevExpress.Web.ja","18.2.3","DevExpress.Web.ASPxSpellChecker.v18.2.resources"
"DevExpress.Web.es","18.2.3","DevExpress.Web.v18.2.resources"
"DevExpress.Web.ja","18.2.3","DevExpress.Web.ASPxHtmlEditor.v18.2.resources"
"DevExpress.Web.Office","18.2.3","DevExpress.Web.ASPxSpreadsheet.v18.2"
"DevExpress.Web.de","18.2.3","DevExpress.Web.ASPxHtmlEditor.v18.2.resources"
"DevExpress.Web.de","18.2.3","DevExpress.Web.ASPxSpellChecker.v18.2.resources"
"DevExpress.Web.Mvc5","18.2.3","DevExpress.Web.Mvc5.v18.2"
"DevExpress.Web.Mvc","18.2.3","DevExpress.Web.Mvc.v18.2"
"DevExpress.Web.Mvc.Dashboard","18.2.3","DevExpress.Dashboard.v18.2.Web.Mvc"
"DevExpress.Web.Reporting.Common","18.2.3","DevExpress.XtraReports.v18.2.Web"
"DevExpress.Web.Office.ru","18.2.3","DevExpress.Web.ASPxRichEdit.v18.2.resources"
"DevExpress.Web.Reporting.Azure","18.2.3","DevExpress.XtraReports.v18.2.Web.Azure"
"DevExpress.Web.Office.de","18.2.3","DevExpress.Web.ASPxSpreadsheet.v18.2.resources"
"DevExpress.Web.Office.es","18.2.3","DevExpress.Web.ASPxRichEdit.v18.2.resources"
"DevExpress.Web.Office.ru","18.2.3","DevExpress.Web.ASPxSpreadsheet.v18.2.resources"
"DevExpress.Spreadsheet.Core.de","18.2.3","DevExpress.Spreadsheet.v18.2.Core.resources"
"DevExpress.Sparkline.Core.ru","18.2.3","DevExpress.Sparkline.v18.2.Core.resources"
"DevExpress.Spreadsheet.Core","18.2.3","DevExpress.Spreadsheet.v18.2.Core"
"DevExpress.Web.Reporting","18.2.3","DevExpress.XtraReports.v18.2.Web.WebForms"
"DevExpress.Web.Dashboard.Common.ja","18.2.3","DevExpress.Dashboard.v18.2.Web.resources"
"DevExpress.Web.ru","18.2.3","DevExpress.Web.ASPxTreeList.v18.2.resources"
"DevExpress.Web.ru","18.2.3","DevExpress.Web.Resources.v18.2.resources"
"DevExpress.Web.ru","18.2.3","DevExpress.Web.ASPxSpellChecker.v18.2.resources"
"DevExpress.Web.Reporting.Common.de","18.2.3","DevExpress.XtraReports.v18.2.Web.resources"
"DevExpress.Web.Reporting.Common.es","18.2.3","DevExpress.XtraReports.v18.2.Web.resources"
"DevExpress.Web.Reporting.Common.ru","18.2.3","DevExpress.XtraReports.v18.2.Web.resources"
"DevExpress.Web.Office.ja","18.2.3","DevExpress.Web.ASPxSpreadsheet.v18.2.resources"
"DevExpress.Web.Office.de","18.2.3","DevExpress.Web.ASPxRichEdit.v18.2.resources"
"DevExpress.Web.Office.ja","18.2.3","DevExpress.Web.ASPxRichEdit.v18.2.resources"
"DevExpress.Web.ru","18.2.3","DevExpress.Web.ASPxHtmlEditor.v18.2.resources"
"DevExpress.Web.Office.es","18.2.3","DevExpress.Web.ASPxSpreadsheet.v18.2.resources"
"DevExpress.Win.PdfViewer","18.2.3","DevExpress.XtraPdfViewer.v18.2"
"DevExpress.Win","18.2.3","DevExpress.XtraEditors.v18.2"
"DevExpress.Win","18.2.3","DevExpress.XtraGrid.v18.2"
"DevExpress.Web.Scheduler.es","18.2.3","DevExpress.Web.ASPxScheduler.v18.2.resources"
"DevExpress.Web.Scheduler","18.2.3","DevExpress.Web.ASPxScheduler.v18.2"
"DevExpress.Web.Scheduler.de","18.2.3","DevExpress.Web.ASPxScheduler.v18.2.resources"
"DevExpress.Win","18.2.3","DevExpress.XtraLayout.v18.2"
"DevExpress.Win.de","18.2.3","DevExpress.XtraVerticalGrid.v18.2.resources"
"DevExpress.Win.de","18.2.3","DevExpress.XtraWizard.v18.2.resources"
"DevExpress.Win","18.2.3","DevExpress.XtraBars.v18.2"
"DevExpress.Web.Visualization","18.2.3","DevExpress.Web.ASPxGauges.v18.2"
"DevExpress.Web.Visualization","18.2.3","DevExpress.XtraCharts.v18.2.Web"
"DevExpress.Win.Charts.de","18.2.3","DevExpress.XtraCharts.v18.2.Wizard.resources"
"DevExpress.Win.Charts.es","18.2.3","DevExpress.XtraCharts.v18.2.Wizard.resources"
"DevExpress.Win.Charts","18.2.3","DevExpress.XtraCharts.v18.2.Wizard"
"DevExpress.Win","18.2.3","DevExpress.XtraPivotGrid.v18.2"
"DevExpress.Win","18.2.3","DevExpress.XtraPrinting.v18.2"
"DevExpress.Win.BonusSkins","18.2.3","DevExpress.BonusSkins.v18.2"
"DevExpress.Web.Scheduler.ru","18.2.3","DevExpress.Web.ASPxScheduler.v18.2.resources"
"DevExpress.Web.Themes","18.2.3","DevExpress.Web.ASPxThemes.v18.2"
"DevExpress.Web.Scheduler.ja","18.2.3","DevExpress.Web.ASPxScheduler.v18.2.resources"
"DevExpress.Win.Charts","18.2.3","DevExpress.XtraCharts.v18.2.Extensions"
"DevExpress.Win.Charts","18.2.3","DevExpress.XtraCharts.v18.2.UI"
"DevExpress.Win.Charts.ru","18.2.3","DevExpress.XtraCharts.v18.2.Wizard.resources"
"DevExpress.Win.Dashboard","18.2.3","DevExpress.Dashboard.v18.2.Win"
"DevExpress.Win.Charts.ja","18.2.3","DevExpress.XtraCharts.v18.2.Wizard.resources"
"DevExpress.Win.Dashboard.es","18.2.3","DevExpress.Dashboard.v18.2.Win.resources"
"DevExpress.Win.Dashboard.ja","18.2.3","DevExpress.Dashboard.v18.2.Win.resources"
"DevExpress.Win.de","18.2.3","DevExpress.XtraGrid.v18.2.resources"
"DevExpress.Win.de","18.2.3","DevExpress.XtraBars.v18.2.resources"
"DevExpress.Win.de","18.2.3","DevExpress.XtraEditors.v18.2.resources"
"DevExpress.Win.Dashboard.ru","18.2.3","DevExpress.Dashboard.v18.2.Win.resources"
"DevExpress.Win.de","18.2.3","DevExpress.XtraLayout.v18.2.resources"
"DevExpress.Win.de","18.2.3","DevExpress.XtraNavBar.v18.2.resources"
"DevExpress.Win.de","18.2.3","DevExpress.XtraTreeList.v18.2.resources"
"DevExpress.Win.es","18.2.3","DevExpress.XtraEditors.v18.2.resources"
"DevExpress.Win.de","18.2.3","DevExpress.XtraPrinting.v18.2.resources"
"DevExpress.Win.Diagram","18.2.3","DevExpress.XtraDiagram.v18.2"
"DevExpress.Win.de","18.2.3","DevExpress.XtraPivotGrid.v18.2.resources"
"DevExpress.Win.es","18.2.3","DevExpress.XtraGrid.v18.2.resources"
"DevExpress.Win.es","18.2.3","DevExpress.XtraBars.v18.2.resources"
"DevExpress.Win.Dashboard.de","18.2.3","DevExpress.Dashboard.v18.2.Win.resources"
"DevExpress.Win.Dialogs.Core","18.2.3","DevExpress.Dialogs.v18.2.Core"
"DevExpress.Win.es","18.2.3","DevExpress.XtraLayout.v18.2.resources"
"DevExpress.Win.Dialogs","18.2.3","DevExpress.XtraDialogs.v18.2"
"DevExpress.Win","18.2.3","DevExpress.XtraNavBar.v18.2"
"DevExpress.Win.Gauges.de","18.2.3","DevExpress.XtraGauges.v18.2.Presets.resources"
"DevExpress.Win.Gauges.es","18.2.3","DevExpress.XtraGauges.v18.2.Presets.resources"
"DevExpress.Win.Gauges","18.2.3","DevExpress.XtraGauges.v18.2.Win"
"DevExpress.Win.Gauges.ru","18.2.3","DevExpress.XtraGauges.v18.2.Presets.resources"
"DevExpress.Win.ja","18.2.3","DevExpress.XtraBars.v18.2.resources"
"DevExpress.Win.RichEdit.ja","18.2.3","DevExpress.XtraRichEdit.v18.2.resources"
"DevExpress.Win.RichEdit.es","18.2.3","DevExpress.XtraRichEdit.v18.2.resources"
"DevExpress.Win.RichEdit.ja","18.2.3","DevExpress.XtraRichEdit.v18.2.Extensions.resources"
"DevExpress.Win.RichEdit.es","18.2.3","DevExpress.XtraRichEdit.v18.2.Extensions.resources"
"DevExpress.Win.RichEdit.ru","18.2.3","DevExpress.XtraRichEdit.v18.2.Extensions.resources"
"DevExpress.Win.RichEdit.ru","18.2.3","DevExpress.XtraRichEdit.v18.2.resources"
"DevExpress.Win.ja","18.2.3","DevExpress.XtraWizard.v18.2.resources"
"DevExpress.Win.es","18.2.3","DevExpress.XtraVerticalGrid.v18.2.resources"
"DevExpress.Win.ja","18.2.3","DevExpress.XtraVerticalGrid.v18.2.resources"
"DevExpress.Win.PdfViewer.de","18.2.3","DevExpress.XtraPdfViewer.v18.2.resources"
"DevExpress.Win.ja","18.2.3","DevExpress.XtraTreeList.v18.2.resources"
"DevExpress.Win.es","18.2.3","DevExpress.XtraWizard.v18.2.resources"
"DevExpress.Win.es","18.2.3","DevExpress.XtraTreeList.v18.2.resources"
"DevExpress.Win.Gauges.ja","18.2.3","DevExpress.XtraGauges.v18.2.Presets.resources"
"DevExpress.Win.es","18.2.3","DevExpress.XtraPrinting.v18.2.resources"
"DevExpress.Win.Gauges","18.2.3","DevExpress.XtraGauges.v18.2.Presets"
"DevExpress.Win.es","18.2.3","DevExpress.XtraPivotGrid.v18.2.resources"
"DevExpress.Win.RichEdit.de","18.2.3","DevExpress.XtraRichEdit.v18.2.resources"
"DevExpress.Win.Reporting.ja","18.2.3","DevExpress.XtraReports.v18.2.Extensions.resources"
"DevExpress.Win.RichEdit.de","18.2.3","DevExpress.XtraRichEdit.v18.2.Extensions.resources"
"DevExpress.Win.PdfViewer.ru","18.2.3","DevExpress.XtraPdfViewer.v18.2.resources"
"DevExpress.Win.RichEdit","18.2.3","DevExpress.XtraRichEdit.v18.2.Extensions"
"DevExpress.Win.Reporting.ru","18.2.3","DevExpress.XtraReports.v18.2.Extensions.resources"
"DevExpress.Win","18.2.3","DevExpress.XtraVerticalGrid.v18.2"
"DevExpress.Win","18.2.3","DevExpress.XtraWizard.v18.2"
"DevExpress.Win","18.2.3","DevExpress.XtraTreeList.v18.2"
"DevExpress.Win.RichEdit","18.2.3","DevExpress.XtraRichEdit.v18.2"
"DevExpress.Win.es","18.2.3","DevExpress.XtraNavBar.v18.2.resources"
"DevExpress.Win.ru","18.2.3","DevExpress.XtraBars.v18.2.resources"
"DevExpress.Win.ru","18.2.3","DevExpress.XtraEditors.v18.2.resources"
"DevExpress.Win.ru","18.2.3","DevExpress.XtraPivotGrid.v18.2.resources"
"DevExpress.Win.ru","18.2.3","DevExpress.XtraLayout.v18.2.resources"
"DevExpress.Win.ru","18.2.3","DevExpress.XtraNavBar.v18.2.resources"
"DevExpress.Win.ru","18.2.3","DevExpress.XtraGrid.v18.2.resources"
"DevExpress.Win.PdfViewer.es","18.2.3","DevExpress.XtraPdfViewer.v18.2.resources"
"DevExpress.Win.PdfViewer.ja","18.2.3","DevExpress.XtraPdfViewer.v18.2.resources"
"DevExpress.Win.Reporting.es","18.2.3","DevExpress.XtraReports.v18.2.Extensions.resources"
"DevExpress.Win.Reporting","18.2.3","DevExpress.XtraReports.v18.2.Extensions"
"DevExpress.Win.Reporting.de","18.2.3","DevExpress.XtraReports.v18.2.Extensions.resources"
"DevExpress.Web.ja","18.2.3","DevExpress.Web.v18.2.resources"
"DevExpress.Win.TreeMap","18.2.3","DevExpress.XtraTreeMap.v18.2"
"DevExpress.Wpf.Carousel","18.2.3","DevExpress.Xpf.Carousel.v18.2"
"DevExpress.Win.Spreadsheet.ru","18.2.3","DevExpress.XtraSpreadsheet.v18.2.resources"
"DevExpress.Win.Scheduler.de","18.2.3","DevExpress.XtraScheduler.v18.2.resources"
"DevExpress.Win.Scheduler.es","18.2.3","DevExpress.XtraScheduler.v18.2.Extensions.resources"
"DevExpress.Win.Spreadsheet.de","18.2.3","DevExpress.XtraSpreadsheet.v18.2.resources"
"DevExpress.Wpf.Charts.Designer.es","18.2.3","DevExpress.Charts.Designer.v18.2.resources"
"DevExpress.Wpf.Charts.Designer.ja","18.2.3","DevExpress.Charts.Designer.v18.2.resources"
"DevExpress.Wpf.Charts.Designer.de","18.2.3","DevExpress.Charts.Designer.v18.2.resources"
"DevExpress.Win.Spreadsheet.es","18.2.3","DevExpress.XtraSpreadsheet.v18.2.resources"
"DevExpress.Win.Spreadsheet.ja","18.2.3","DevExpress.XtraSpreadsheet.v18.2.resources"
"DevExpress.Win.Scheduler","18.2.3","DevExpress.XtraScheduler.v18.2.Extensions"
"DevExpress.Win.ru","18.2.3","DevExpress.XtraPrinting.v18.2.resources"
"DevExpress.Win.Scheduler","18.2.3","DevExpress.XtraScheduler.v18.2"
"DevExpress.Win.Snap","18.2.3","DevExpress.Snap.v18.2"
"DevExpress.Win.ru","18.2.3","DevExpress.XtraWizard.v18.2.resources"
"DevExpress.Win.ru","18.2.3","DevExpress.XtraTreeList.v18.2.resources"
"DevExpress.Win.Scheduler.ja","18.2.3","DevExpress.XtraScheduler.v18.2.resources"
"DevExpress.Win.Scheduler.de","18.2.3","DevExpress.XtraScheduler.v18.2.Extensions.resources"
"DevExpress.Win.Scheduler.ja","18.2.3","DevExpress.XtraScheduler.v18.2.Extensions.resources"
